y_label,,headline,pub_date,snippet,web_url
1,15,Scenes From the Alaska Earthquake,2018-11-30T23:10:15+0000,"A magnitude 7 earthquake hit Anchorage, causing widespread damage to roads and buildings in the region, and led the governor to issue a declaration of disaster.",https://www.nytimes.com/video/us/100000006240761/anchorage-alaska-earthquake.html
0,16,California Today: Who Owns the Risk for Earthquakes?,2018-09-11T12:33:10+0000,"Tuesday: Protecting U.S. taxpayers from the next big one, aiming for 100 percent renewable energy by 2045, and a high school photo delights N.F.L. fans.",https://www.nytimes.com/2018/09/11/us/california-today-earthquake-insurance.html
0,17,‘Like an Earthquake’: Witnesses Describe Colombia Blast,2019-01-17T20:11:55+0000,"A car bomb exploded in front of a police academy in Bogotá, Colombia, killing at least 10 people. Witnesses said the blast was big and broke windows.",https://www.nytimes.com/video/world/americas/100000006311922/colombia-bomb-witnesses.html
0,18,Indonesia Earthquake and Tsunami: Before-and-After Photos of the Destruction,2018-10-01T17:12:16+0000,See the scale of the damage caused by a 7.5-magnitude earthquake and a tsunami.,https://www.nytimes.com/interactive/2018/10/01/world/asia/map-tsunami-indonesia.html
0,19,"Writing About Earthquakes, and Feeling One",2018-06-18T22:51:28+0000,A list of seismically vulnerable buildings put out by the U.S. Geological Survey had a familiar address on it: the San Francisco bureau of The New York Times.,https://www.nytimes.com/2018/06/18/insider/earthquake-report-san-francisco.html
0,20,Anchorage Goes Back to School After an Earthquake,2018-12-11T19:46:58+0000,"Some 48,000 students returned to class this week for the first time since the earthquake. Even before the quake, the school system had wrestled with tumult.",https://www.nytimes.com/2018/12/11/us/alaska-earthquakes-schools-anchorage.html
0,21,How the Indonesia Earthquake Made Soil Flow Like Water,2018-10-02T01:38:52+0000,"Entire neighborhoods have been devastated in and around Palu. Part of the damage is the effect of liquefaction, which causes soil to lose its ability to support structures.",https://www.nytimes.com/video/world/asia/100000006138189/indonesia-earthquake-damage-liquefaction.html
0,22,California Today: What an Earthquake Could Do to the State’s Housing Crisis,2018-10-19T12:57:55+0000,"Friday: An earthquake drill raises some difficult questions, LeBron James‘s Lakers debut and saving an entangled owl in the Bay Area.",https://www.nytimes.com/2018/10/19/us/california-today-earthquake-drill.html
0,23,Strong Earthquake Strikes in Northeastern Venezuela,2018-08-21T22:16:09+0000,The 7.3-magnitude quake shook buildings in Caracas and was felt as far away as Colombia. No deaths were immediately reported.,https://www.nytimes.com/2018/08/21/world/americas/earthquake-venezuela.html
1,24,"Deadly Earthquake Hits Japan, Adding to Summer of Misery",2018-09-06T05:35:24+0000,"The quake struck the northern island of Hokkaido, killing at least nine people, as Japan was still recovering from its biggest typhoon in a quarter of a century.",https://www.nytimes.com/2018/09/06/world/asia/japan-earthquake-hokkaido-landslide.html
1,25,"On an Indonesian Island Hit by Multiple Earthquakes, Can Tourism Recover?",2018-08-08T15:36:47+0000,"“Travelers are panicking” after Lombok, an emerging tourism destination, was hit by multiple earthquakes. But should they? ",https://www.nytimes.com/2018/08/08/travel/lombok-indonesia-earthquake-tourism.html
1,26,"Two More Earthquakes Hit Indonesian Island, Killing More Than a Dozen",2018-08-20T08:00:02+0000,The earthquakes come as the region was still recovering from an Aug. 5 quake that killed 460 people and wiped out whole villages.,https://www.nytimes.com/2018/08/20/world/asia/lombok-earthquake-indonesia.html
1,27,Earthquake Shreds Highways and Sows Panic in South Central Alaska,2018-11-30T19:28:31+0000,The earthquake damaged buildings and roads and briefly stoked fears of a tsunami throughout the region.,https://www.nytimes.com/2018/11/30/us/earthquake-anchorage-alaska.html
0,28,"Review: After the Earthquake, a ‘Room’ Haunted by Memories",2018-05-21T17:07:01+0000,"The aftermath of the Fukushima disaster infiltrates the lives of a young couple in Toshiki Okada’s spare, affecting play",https://www.nytimes.com/2018/05/21/theater/review-times-journey-through-a-room-toshiki-okada.html
0,29,The Anchorage Earthquake Was Terrifying. But the Damage Could’ve Been Much Worse.,2018-12-02T00:14:14+0000,"Life slowly returned to normal in the Alaskan city, where preparation and rigorous building codes may have saved it from more devastating losses.",https://www.nytimes.com/2018/12/01/us/anchorage-alaska-earthquake.html
1,30,Deadly Earthquake and Tsunami Hit Indonesia,2018-09-29T16:01:26+0000,"On Sunday, the death toll from a 7.5-magnitude earthquake and tsunami on the island of Sulawesi, Indonesia, had doubled, to 832 people.",https://www.nytimes.com/video/world/asia/100000006135301/deadly-earthquake-and-tsunami-hit-indonesia.html
0,31,Ayanna Pressley’s Victory: A Political Earthquake That Reflects a Changed Boston,2018-09-05T17:45:41+0000,"Ms. Pressley’s victory was both a political upset and a jolt to a city perpetually grappling with its own reputation for provincialism, particularly on matters of race.",https://www.nytimes.com/2018/09/05/us/politics/ayanna-pressley-massachusetts-elect.html
0,32,The Japanese earthquake and nuclear calamity.,2018-08-28T21:00:51+0000,A tight focus on the Japanese earthquake and the nuclear calamity that followed.,https://www.nytimes.com/podcast/2011/03/22/science/22scienceupdate-pod.html
1,33,"Japan Earthquake Kills at Least 3 Near Osaka, Injuring Hundreds More",2018-06-18T04:35:37+0000,The Japan Meteorological Agency said the 6.1-magnitude quake was recorded Monday morning north of Osaka.,https://www.nytimes.com/2018/06/18/world/asia/japan-earthquake-osaka.html
0,34,A Seismic Change in Predicting How Earthquakes Will Shake Tall Buildings,2018-06-27T23:13:41+0000,Seismologists say shaking from earthquakes in some West Coast cities will be much stronger than previously thought.,https://www.nytimes.com/2018/06/27/us/california-earthquakes-building-safety.html
0,35,California Today: Making Earthquake Safety More Intelligible,2018-06-29T13:05:01+0000,"Friday: Communicating earthquake safety, a leap in online privacy, Norman Pearlstine speaks, and finally, a tribute to The Capital Gazette.",https://www.nytimes.com/2018/06/29/us/california-today-earthquake-safety.html
0,36,Indonesia Tsunami’s Power After Earthquake Surprises Scientists,2018-09-30T21:24:08+0000,"Catastrophic tsunamis often result from quakes that move vertically along a fault. Friday’s was different, moving mostly horizontally.",https://www.nytimes.com/2018/09/30/world/asia/indonesia-tsunami-science.html
0,37,Powerful Indonesia Earthquake Kills at Least 82,2018-08-05T12:44:17+0000,"The quake on Sunday occurred a week after a another earthquake struck Lombok, a popular tourist destination east of Bali.",https://www.nytimes.com/2018/08/05/world/asia/indonesia-earthquake.html
0,38,"Earthquake, Saudi Arabia, Malaysia: Your Tuesday Briefing",2018-08-06T20:11:06+0000,Here’s what you need to know to start your day.,https://www.nytimes.com/2018/08/06/briefing/earthquake-saudi-arabia-malaysia-your-tuesday-briefing.html
0,39,The Political Earthquake About to Hit Germany,2018-07-03T05:00:04+0000,"If it does, both the left and the far right will benefit.",https://www.nytimes.com/2018/07/03/opinion/will-the-german-center-right-collapse.html
0,40,Cries for Help Give Way to Silence: After the Indonesia Earthquake and Tsunami,2018-10-04T21:34:30+0000,"A week after a 7.5-magnitude earthquake and a 20-foot tsunami devastated the island of Sulawesi, urgent calls for help have eerily stilled.",https://www.nytimes.com/2018/10/04/world/asia/silence-indonesia-tsunami-search-rescue.html
0,41,"Hope All but Gone, Keeping Vigil for the Missing in the Indonesian Earthquake",2018-10-12T14:47:28+0000,"The government has ended the search for bodies, and desperate family members are not ready. “If God could give me just one,” one man said, “it would be enough.”",https://www.nytimes.com/2018/10/12/world/asia/indonesia-earthquake-missing-bodies-palu.html
0,42,Earthquake Risk in San Francisco,2018-06-19T17:22:59+0000,A reader compares the situation to warnings about hurricanes in New Orleans before Katrina.,https://www.nytimes.com/2018/06/19/opinion/earthquake-san-francisco-high-rises.html
0,43,San Francisco Earthquake Risks: Questions and Answers,2018-04-18T23:16:58+0000,Our correspondent in San Francisco answers readers’ questions about the risks facing the Bay Area when the Big One hits.,https://www.nytimes.com/2018/04/18/us/san-francisco-earthquake-risks.html
0,44,Indonesia Earthquake Survivor: There Is ‘No House Anymore’,2018-08-06T15:48:11+0000,"A magnitude 7.0 earthquake on the island of Lombok killed at least 98 people and displaced around 20,000 others.",https://www.nytimes.com/video/world/asia/100000006041829/indonesia-earthquake-lombok.html
0,45,"Trump Taxes, Midterms, Earthquake: Your Tuesday Evening Briefing",2018-10-02T22:10:06+0000,Here’s what you need to know at the end of the day.,https://www.nytimes.com/2018/10/02/briefing/trump-taxes-kavanaugh-earthquake.html
0,46,China Blocks a Memorial Service to Sichuan Earthquake Victims,2018-05-12T18:22:42+0000,"A plan to mourn the 70,000 victims who died 10 years ago contrasted with Communist Party efforts to use the anniversary to praise China’s rapid rebuilding of quake-battered areas.",https://www.nytimes.com/2018/05/12/world/asia/china-pastor-detained-sichuan-earthquake.html
0,47,It Once Caused Earthquakes. Now a Driller in Britain Tries Fracking Again.,2018-10-11T17:54:59+0000,"Battling big expense and persistent protests, Cuadrilla Resources returns to again attempt shale gas production after its first effort triggered small tremors.",https://www.nytimes.com/2018/10/11/business/fracking-britain-cuadrilla-resources.html
0,48,"Tsunami and Earthquake in Indonesia Kill Nearly 400, Officials Say",2018-09-28T16:00:04+0000,"Hundreds were killed in the city of Palu alone, and it was feared that the toll could rise further still.",https://www.nytimes.com/2018/09/28/world/asia/tsunami-palu-indonesia-earthquake.html
0,49,"Indonesia Earthquake: At Least 98 Dead and 20,000 Homeless",2018-08-06T07:21:03+0000,"As the sun rose over the island of Lombok, a search and rescue effort was underway to find survivors trapped in the rubble.",https://www.nytimes.com/2018/08/06/world/asia/indonesia-earthquake-lombok.html
1,50,Deadly Earthquake Strikes Tourist Destination in Indonesia,2018-07-29T18:27:46+0000,"At least 12 people were killed after an earthquake hit the island of Lombok, east of Bali, on Sunday morning, Reuters reported.",https://www.nytimes.com/video/world/asia/100000006030448/earthquake-lombok-indonesia.html
0,51,"A Year After Mexico Earthquake, Parents Demand Justice",2018-09-19T21:52:26+0000,Twenty-six students and teachers died at the Enrique Rébsamen school during an earthquake. An investigation suggests negligence was partly to blame.,https://www.nytimes.com/2018/09/19/world/americas/mexico-earthquake-enrique-rebsamen-school.html
0,52,Indonesia Earthquake Leaves Newly Homeless Begging for Help,2018-08-08T13:32:59+0000,"Their towns and workplaces destroyed, survivors are blocking roads and flagging down motorists as they wait for government assistance.",https://www.nytimes.com/2018/08/08/world/asia/indonesia-earthquake-lombok.html
0,53,Understanding Malaysia’s Political Earthquake,2018-05-17T08:55:30+0000,"After a dizzying week, we look back on the people and events that led to one leader’s return to power and another’s fall.",https://www.nytimes.com/2018/05/17/world/asia/malaysia-elections-mahathir.html
0,54,"Earthquake Strikes Off Coast of Indonesia, Panicking Jakarta",2018-01-23T07:31:51+0000,"The quake, with a magnitude of 6.1, shook high-rises in the Indonesian capital and sent residents fleeing into the streets. No deaths were reported.",https://www.nytimes.com/2018/01/23/world/asia/indonesia-earthquake.html
0,55,"Buried in Indonesia Earthquake, He Dug Out With Chunk of Debris",2018-08-07T16:53:20+0000,"“I saved myself,” said one of a handful of survivors pulled from the rubble after a powerful earthquake hit the resort island of Lombok.",https://www.nytimes.com/2018/08/07/world/asia/indonesia-lombok-earthquake-mosque.html
1,56,"Earthquake Strikes in Oaxaca State, Mexico, Stirring Fear",2018-02-17T00:04:29+0000,"No deaths were immediately reported from the 7.2-magnitude quake, but 13 people were killed when a helicopter bringing officials to a town near the epicenter crashed.",https://www.nytimes.com/2018/02/16/world/americas/earthquake-mexico.html
0,57,Taiwan Earthquake,2018-02-06T17:18:15+0000,,/interactive/2018/02/06/world/asia/taiwan-earthquake-locator.html
0,58,At Risk in a Big Quake: 39 of San Francisco’s Top High Rises,2018-06-14T09:00:10+0000,A report by the U.S. Geological Survey includes a list of buildings that are potentially vulnerable to a large quake. Some of San Francisco’s most prominent high rises are on the list.,https://www.nytimes.com/2018/06/14/us/california-earthquakes-high-rises.html
0,59,California Today: Earthquake Insurance Sales Spiked in 2017,2018-02-09T13:53:08+0000,"Friday: Last year’s string of disasters prompted more people to get insured, the stock market plunges again, and the police find “burritos” filled with meth.",https://www.nytimes.com/2018/02/09/us/california-today-earthquake-insurance-sales.html
0,60,Two Books Consider Earthquakes and Their Human Tolls,2017-12-27T10:00:26+0000,"In “The Great Quake,” Henry Fountain recounts what we learned from North America’s biggest temblor. In “Quakeland,” Kathryn Miles takes a fault-eye view of the continent.",https://www.nytimes.com/2017/12/27/books/review/henry-fountain-great-quake-kathryn-miles-quakeland.html
0,61,Where to Donate to Mexico Earthquake Victims,2017-09-20T18:59:24+0000,Here is a list of local and international organizations that are helping those affected.,https://www.nytimes.com/2017/09/20/reader-center/donate-mexico-earthquake-.html
0,62,"Taiwan Earthquake Toll Rises to 9 Dead, With Dozens Missing",2018-02-07T09:00:15+0000,The 62 people reported missing are believed to be trapped in buildings damaged by a magnitude-6.4 quake.,https://www.nytimes.com/2018/02/07/world/asia/taiwan-earthquake-search-survivors.html
0,63,Mexico Has Some Earthquake Lessons for the United States,2017-09-22T21:26:34+0000,"Several countries, including Mexico and Japan, have far better warning systems than the United States.",https://www.nytimes.com/2017/09/22/opinion/mexico-earthquake-warning-system.html
0,64,Did Mexico’s Revelry in World Cup Win Over Germany Cause an Earthquake?,2018-06-17T20:12:01+0000,A quake was “possibly because of mass jumping” — moments after the Mexican men’s soccer team scored a goal against powerhouse Germany.,https://www.nytimes.com/2018/06/17/world/americas/mexico-soccer-world-cup.html
0,65,Gassy Earthquakes Near Istanbul May Pose New Risks to Region,2018-05-03T19:26:20+0000,"Scientists have found that tremors near Turkey’s largest city were caused by underground gases, which could have implications for the area’s earthquake hazards.",https://www.nytimes.com/2018/05/03/science/earthquakes-istanbul-turkey-gas.html
0,66,"Earthquake in Delaware Rattles Region, but No Major Damage Is Reported",2017-11-30T23:35:35+0000,A magnitude-4.1 earthquake whose center was about six miles northeast of Dover was felt from Virginia to Connecticut.,https://www.nytimes.com/2017/11/30/us/delaware-earthquake.html
0,67,‘Frida Sofia’: The Mexico Earthquake Victim Who Never Was,2017-09-27T14:14:57+0000,News coverage of a girl supposedly trapped in a collapsed elementary school captured the public’s attention. How did everyone get it so wrong?,https://www.nytimes.com/2017/09/27/world/americas/mexico-earthquake-trapped-girl.html
1,68,"Mexico Earthquake Kills Hundreds, Trapping Many Under Rubble",2017-09-19T18:53:43+0000,"In Mexico City, where a school collapsed, ordinary citizens used their bare hands to try to free the students trapped in the rubble.",https://www.nytimes.com/2017/09/19/world/americas/mexico-earthquake.html
0,69,"Mexico City, Before and After the Earthquake",2017-09-23T10:22:03+0000,Dozens of buildings in Mexico City were destroyed by the earthquake and now pose a risk to rescue workers and residents.,https://www.nytimes.com/interactive/2017/09/23/world/americas/mexico-city-earthquake-surveying-destruction-damage.html
0,70,"In Mexico, Earthquake Survivors Plan on Rebuilding Their Lives",2017-09-26T09:00:02+0000,"Jojutla, in Morelos State, is near the epicenter of the earthquake that hit Mexico on Sept. 19. Residents are planning to rebuild their lives in the city, which was one of the hardest hit parts of the country.",https://www.nytimes.com/video/world/americas/100000005454168/mexico-earthquake-survivor-jojutla.html
0,71,Earthquake Warning System,2017-09-22T21:26:27+0000,An early warning could give advanced warning to people living several miles from the epicenter of an earthquake along the San Andreas fault line.,https://www.nytimes.com/interactive/2017/09/22/opinion/opinion-editorial-earthquake.html
0,72,Buildings Across Mexico City That Toppled in the Earthquake,2017-09-20T03:08:15+0000,Photographs and maps reveal the intensity of Tuesday’s earthquake and the extent of the damage.,https://www.nytimes.com/interactive/2017/09/19/world/americas/mexico-earthquake-map-photos.html
1,73,Strong Earthquake Strikes Near Mexico City,2017-09-19T21:00:50+0000,A deadly 7.1 magnitude earthquake struck close to Mexico City. It comes less than two weeks after the most powerful earthquake in Mexico in a century.,https://www.nytimes.com/video/international-home/100000005442155/mexico-city-earthquake.html
0,74,Collapsed School in Mexico Earthquake Is Checked for ‘Hidden Defects’,2017-09-26T04:46:06+0000,"The building, constructed before 1985, may never have been upgraded to meet strict new building codes enacted in the wake of that year’s horrific quake.",https://www.nytimes.com/2017/09/26/world/americas/mexico-quake-school.html
1,75,Epicenter of Earthquake in Gulf of Alaska,2018-01-23T12:39:10+0000,Map showing the location of the epicenter of the earthquake in the Gulf of Alaska,https://www.nytimes.com/interactive/2018/01/23/us/alaska-earthquake-map.html
0,76,‘These Were Our Children’: School Collapses in Mexico Earthquake,2017-09-20T23:27:45+0000,At least 30 children were killed when the Enrique Rebsamen school collapsed in Tuesday’s earthquake.,https://www.nytimes.com/video/world/americas/100000005447385/mexican-school-destroyed-by-quake.html
1,77,Iran-Iraq Earthquake Kills More Than 500,2017-11-13T06:51:15+0000,Rescuers and residents spent the night digging through rubble in a frantic search for survivors after a quake near the countries’ shared border.,https://www.nytimes.com/2017/11/13/world/middleeast/iran-iraq-earthquake.html
0,78,Found Footage Offers a New Glimpse at 1906 San Francisco Earthquake,2018-04-14T15:31:04+0000,"Nine minutes of newly found footage, restored from an aging film reel that was revealed publicly this weekend, shows the aftermath of the earthquake that devastated San Francisco in 1906.",https://www.nytimes.com/2018/04/14/us/san-francisco-earthquake-film.html
0,79,Photos from the Mexico Earthquake,2017-09-20T17:00:41+0000,Photos from the Mexico Earthquake,https://www.nytimes.com/slideshow/2017/09/20/world/americas/photos-from-mexico-city.html
0,80,An Earthquake Hits and Angelenos Shelter on Twitter,2017-09-19T18:24:52+0000,"It may have been mild and standard, but it happened in Los Angeles. So, naturally, earthquake was a trending topic on Twitter by early Tuesday.",https://www.nytimes.com/2017/09/19/fashion/earthquake-los-angeles-chrissy-teigen-kim-kardashian.html
0,81,Mexico City Was Built on an Ancient Lake Bed. That Makes Earthquakes Much Worse.,2017-09-22T09:00:03+0000,The devastating earthquake on Tuesday was all the more destructive because of Mexico City’s unusual position atop an ancient lake bed.,https://www.nytimes.com/interactive/2017/09/22/world/americas/mexico-city-earthquake-lake-bed-geology.html
0,82,"Earthquake, Davos, Academy Awards: Your Tuesday Briefing",2018-01-23T10:26:53+0000,Here’s what you need to know to start your day.,https://www.nytimes.com/2018/01/23/briefing/earthquake-davos-academy-awards.html
0,83,"Earthquakes, Oscars, Narendra Modi: Your Wednesday Briefing",2018-01-23T19:13:07+0000,Here’s what you need to know to start your day.,https://www.nytimes.com/2018/01/23/briefing/earthquakes-oscars-narendra-modi.html
1,84,Taiwan Earthquake Kills at Least Four; Many Are Missing,2018-02-06T17:20:43+0000,The 6.4-magnitude quake struck at 11:50 p.m. near the city of Hualien. Some 145 people were unaccounted for.,https://www.nytimes.com/2018/02/06/world/asia/taiwan-hualien-earthquake.html
0,85,Teaching Activities for: ‘Iran-Iraq Earthquake Kills More Than 500’,2017-11-15T09:00:01+0000,How does this earthquake and the government’s response compare to others that have happened in the region?,https://www.nytimes.com/2017/11/15/learning/teaching-activities-for-iran-iraq-earthquake-kills-more-than-500.html
0,86,Listening to Elephants With Earthquake-Monitoring Tools,2018-05-07T15:18:28+0000,Detecting the vibrations that elephants create with their feet and vocalizations may be a useful tool to protect them from poaching.,https://www.nytimes.com/2018/05/07/science/elephants-earthquakes-vibrations.html
0,87,Debunking the Myth That Earthquakes and Full Moons Are Linked,2018-01-18T14:51:06+0000,A seismologist scrutinized hundreds of strong earthquakes over four centuries and found no relationship to lunar cycles.,https://www.nytimes.com/2018/01/18/science/earthquakes-moon-cycles.html
1,88,Earthquake Shakes Alaska and Sends a Shudder of Alarm Along the Coast,2018-01-23T10:12:34+0000,"A major earthquake struck 170 miles off Alaska early Tuesday, but despite initial concerns, the authorities lifted all tsunami warnings within four hours.",https://www.nytimes.com/2018/01/23/us/earthquake-tsunami-alaska.html
0,89,"After Mexico Earthquake, Tremors of Anxiety",2017-09-25T06:50:26+0000,"Even as Mexico City begins to recover and normal rhythms return to its streets, the psychic damage lingers.",https://www.nytimes.com/2017/09/25/world/americas/mexico-city-earthquake-anxiety.html
1,90,Deadly Earthquake Hits Italian Island of Ischia,2017-08-22T10:59:37+0000,"The temblor caused significant damage to the towns of Casamicciola and Lacco Ameno, where two people were killed after some buildings crumbled.",https://www.nytimes.com/2017/08/22/world/europe/italy-ischia-earthquake.html
1,91,Giant Earthquake Shakes Mexico,2017-09-08T11:54:21+0000,"The country was struck by an 8.2-magnitude quake, the strongest in decades, killing at least 58 people and leveling areas in some southern states.",https://www.nytimes.com/video/world/americas/100000005416412/giant-earthquake-shakes-mexico.html
0,92,"In Mexico City, Pressure to Prepare for the Next Big Earthquake",2017-10-05T18:38:12+0000,Most of the buildings that collapsed in the Sept. 19 earthquake were older. Experts say that’s a warning to reinforce those that remain standing.,https://www.nytimes.com/2017/10/05/world/americas/mexico-earthquake-collapse.html
0,93,A Moment in Mexico: Ruptured City,2018-12-10T18:38:05+0000,"In the aftermath of a major earthquake in Mexico City last year, aerial footage captures the resilience of the city’s response.",https://www.nytimes.com/video/opinion/100000006216203/mexico-earthquake.html
1,94,Earthquake in Aegean Sea Kills 2 Tourists,2017-07-21T10:01:36+0000,A 22-year-old Swede and a 39-year-old Turk died when a bar collapsed on the Greek island of Kos. The temblor also damaged the Turkish resort city of Bodrum.,https://www.nytimes.com/2017/07/21/world/europe/earthquake-aegean-kos.html
0,95,"As Mexico Earthquake Aid Mounts, Many Fear It Will Be Diverted",2017-09-12T01:22:39+0000,"After several corruption scandals, Mexicans are reluctant to trust officials charged with providing food and reconstruction supplies to the victims.",https://www.nytimes.com/2017/09/11/world/americas/mexico-earthquake-aid.html
0,96,Iranians Are Outraged Over Shoddy Construction in Earthquake Zone,2017-11-15T19:50:07+0000,The largest hospital in the earthquake zone nearly collapsed. Iran’s president wants to investigate.,https://www.nytimes.com/2017/11/15/world/middleeast/iran-earthquake-construction-corruption.html
0,97,"Weekly News Quiz: November Elections, Roy Moore, Middle East Earthquake",2017-11-14T12:52:19+0000,Have you been paying attention to the headlines this week? Take our 10-question quiz and see.,https://www.nytimes.com/interactive/2017/11/14/learning/14NewsQuizNovemberElection_RoyMoore_EarthquakeLN.html
0,98,Mexico earthquake map,2017-09-19T19:19:00+0000,,/interactive/2017/09/19/world/americas/mexico-earthquake-locator.html
0,99,"Teaching Activities for: ‘Mexico Earthquake Kills Hundreds, Trapping Many Under Rubble’",2017-09-21T08:30:01+0000,How has the recent earthquake impacted Mexico?,https://www.nytimes.com/2017/09/21/learning/teaching-activities-for-mexico-earthquake-kills-hundreds-trapping-many-under-rubble.html
0,100,Why Mexico Is So Prone to Strong Earthquakes,2017-09-20T17:19:05+0000,"Two powerful quakes, 12 days apart, have killed hundreds of people in Mexico this month. We look at how, where and why the big ones happen.",https://www.nytimes.com/2017/09/20/world/americas/mexico-earthquakes-explainer.html
0,101,"After Mexico Earthquake, Villagers Are ‘Left With Nothing’",2017-09-26T00:12:56+0000,"With hundreds of houses destroyed and President Trump vowing to limit Mexican immigration, a rural village whose workers flocked to the U.S. wonders how it will rebuild.",https://www.nytimes.com/2017/09/25/world/americas/villagers-after-mexican-earthquake-left-with-nothing-san-francisco-xochiteopan.html
0,102,"Donald Trump, Iran Earthquake, N.F.L.: Your Monday Briefing",2017-11-13T10:31:48+0000,Here’s what you need to know to start your day.,https://www.nytimes.com/2017/11/13/briefing/donald-trump-iran-earthquake-nfl.html
0,103,"Mexico Earthquake, Strongest in a Century, Kills Dozens",2017-09-08T05:17:19+0000,"The quake, which struck off the Pacific Coast, set off tsunami warnings and scattered frightened residents into the streets as far as Mexico City.",https://www.nytimes.com/2017/09/08/world/americas/mexico-earthquake.html
0,104,A Moment in Mexico,2018-12-10T21:32:47+0000,"Mexico is making some of the best documentaries in the world today. Here, Op-Docs presents six shorts by Mexican directors.",https://www.nytimes.com/interactive/2018/12/10/opinion/mexico-documentaries.html
