y_label,,headline,pub_date,snippet,web_url
1,10,Iran Puts Death Toll From Flooding at 62,2019-04-03T14:39:45+0000,"Iranian media are reporting that the number of dead from recent flooding has risen to 62, up from 57 the day before.",https://www.nytimes.com/aponline/2019/04/03/world/middleeast/ap-ml-iran-flooding.html
1,11,Iran Hit With 3rd Major Flood in 2 Weeks,2019-04-01T18:27:45+0000,The authorities ordered the evacuation of flood-ravaged cities in western Iran. The Red Crescent said contact had been lost with much of the region.,https://www.nytimes.com/2019/04/01/world/middleeast/iran-flood.html
1,12,"Southwest Iran Hit Hard by Flooding, Evacuation Underway in Ahvaz",2019-04-10T13:40:30+0000,"Iran evacuated residents from inundated areas of the southwestern city of Ahvaz on Wednesday as the nationwide death toll from the worst flooding in 70 years reached 77, state media reported.",https://www.nytimes.com/reuters/2019/04/10/world/middleeast/10reuters-iran-floods.html
1,13,France to Send Aid to Flood-Hit Iran Regions,2019-04-05T15:13:15+0000,"France will airlift 12 tonnes of humanitarian aid, including 114 pumps, to flood-hit regions in Iran, the French foreign ministry said in a statement on Friday. ",https://www.nytimes.com/reuters/2019/04/05/world/middleeast/05reuters-iran-floods-france.html
0,14,US Blames Iran's Government for Devastating Flood Damage,2019-04-02T15:39:51+0000,The Trump administration is blaming the Iranian government for damage from devastating floods that have killed at least 50 people.,https://www.nytimes.com/aponline/2019/04/02/us/politics/ap-us-united-states-iran.html
0,15,Vice President Pence in Iowa to Tour March Flood Damage,2019-04-12T19:37:00+0000,Vice President Mike Pence is touring areas in Iowa and Nebraska devastated during last month's flooding.,https://www.nytimes.com/aponline/2019/04/12/us/ap-us-spring-flooding-pence.html
0,16,"Unsafe to Stay, Unable to Go: Half a Million Face Flooding Risk in Government Homes",2019-04-11T09:00:11+0000,"About 450,000 government-subsidized households are in flood plains, a threat that is growing more urgent in the era of climate change.",https://www.nytimes.com/2019/04/11/us/houston-flooding.html
1,17,Iran Calls Emergency in Flood-Threatened Southwest Province,2019-03-30T13:57:57+0000,"Iran said on Saturday it faced an emergency in a southwestern province threatened by flooding and worked to evacuate dozens of villages as forecasters predicted more of the heavy rains that have killed at least 45 people this week, state media rep...",https://www.nytimes.com/reuters/2019/03/30/world/middleeast/30reuters-iran-floods.html
0,18,Trump EPA Weighs Reviving Massive Mississippi Flood Project,2019-04-03T19:57:51+0000,"As Mississippi's governor toured massive flooding in the state, the Trump administration said Wednesday that it is giving another look to a long-dead flood control and drainage project in the Mississippi Delta that had been killed by the George W....",https://www.nytimes.com/aponline/2019/04/03/us/politics/ap-us-trump-mississippi-floods.html
0,19,Rising Waters: See How Quickly the Midwest Flooded,2019-03-19T16:24:55+0000,"Mapping the severity of the region’s flooding, which has killed three people.",https://www.nytimes.com/interactive/2019/03/19/us/midwest-flooding.html
0,20,US Officials to Meet Governors Amid Flood Management Gripes,2019-04-03T20:18:54+0000,U.S. Army Corps of Engineers officials were set to meet Wednesday with the governors of four flood-ravaged Midwestern states amid criticism of the federal agency for its management of swollen waterways.,https://www.nytimes.com/aponline/2019/04/03/us/ap-us-spring-flooding.html
0,21,Iran Says US Sanctions Impede Flood Rescue Operations,2019-04-02T07:39:46+0000,"Iran's foreign minister says sanctions imposed by the Trump administration last year have hampered rescue efforts in flood-stricken areas of the country, where nearly 60 people have died since mid-March, while the U.S. blamed the disaster on the I...",https://www.nytimes.com/aponline/2019/04/02/world/middleeast/ap-ml-iran-us.html
1,22,"Afghanistan Floods Kill 32, Worsen Already Desperate Situation",2019-03-30T07:10:00+0000,"Flash floods have killed at least 32 people in western Afghanistan, destroyed homes and swept through makeshift shelters that housed displaced families, a government official said on Saturday.",https://www.nytimes.com/reuters/2019/03/30/world/asia/30reuters-afghanistan-floods.html
1,23,More Rain Causes New Flood Worries Along the Mississippi,2019-04-01T16:33:45+0000,"A wall of rocks and sandbags on Monday protected scenic Clarksville, Missouri, from the surging Mississippi River as spring flooding swamped fields, threatened homes and temporarily shut down a bridge connecting Missouri and Illinois.",https://www.nytimes.com/aponline/2019/04/01/us/ap-us-spring-flooding.html
0,24,"25 States Are at Risk of Serious Flooding This Spring, U.S. Forecast Says",2019-03-21T17:32:12+0000,"With flooding already reaching historic levels in parts of the United States, federal scientists warn to expect more in the coming months.",https://www.nytimes.com/2019/03/21/climate/climate-change-flooding.html
0,25,"No, Winter Isn’t Over. Hitting the Plains: A Flood and a Blizzard.",2019-03-14T19:16:18+0000,"Rain, melting snow and frozen ground lifted rivers to near-record levels in Nebraska, Iowa and South Dakota, where evacuations were ordered and roads swamped.",https://www.nytimes.com/2019/03/14/us/bomb-cyclone-floods-midwest.html
1,26,"Heavy Rains Cause Flooding,' Crisis' in Rio De Janeiro",2019-04-10T07:06:59+0000,Authorities in Rio de Janeiro say heavy rains have flooded many parts of the city and caused at least three deaths.,https://www.nytimes.com/aponline/2019/04/10/world/americas/ap-lt-brazil-rains.html
0,27,African Billionaire Rebuts Idea of Migration Flood to Europe,2019-04-09T20:22:05+0000,"Sudan-born billionaire Mo Ibrahim says the migration of Africans to Europe and North America should be viewed as a positive phenomenon, not a threat.",https://www.nytimes.com/aponline/2019/04/09/world/africa/ap-af-africa-migration.html
0,28,‘It’s Probably Over for Us’: Record Flooding Pummels Midwest When Farmers Can Least Afford It,2019-03-18T22:53:30+0000,"Midwestern farmers were contending with freezing floodwaters and dead livestock, only the latest crisis in farm country. “There’s no harder business to be in,” one Nebraska man said.",https://www.nytimes.com/2019/03/18/us/nebraska-floods.html
1,29,Deadly Floods Across Iran Leave Broad Paths of Destruction,2019-03-26T15:25:37+0000,"At least 24 people were killed after days of torrential rain caused rivers to overflow in various parts of the country, local news media reported.",https://www.nytimes.com/2019/03/26/world/middleeast/iran-floods-dead.html
0,30,The Flood Was Extraordinary. So Was Australians’ Response.,2019-02-07T23:00:15+0000,"In the aftermath of record-breaking rain, residents of Townsville, Australia, are supporting one another in ways that mental health experts say are critical for coping with disasters.",https://www.nytimes.com/2019/02/07/world/australia/australia-floods-townsville.html
0,31,U.S. Disaster Aid Won't Cover Crops Drowned by Midwest Floods,2019-04-02T05:09:55+0000,"The Black Hawk military helicopter flew over Iowa, giving a senior U.S. agriculture official and U.S. senator an eyeful of the flood damage below, where yellow corn from ruptured metal silos spilled out into the muddy water.",https://www.nytimes.com/reuters/2019/04/02/us/02reuters-usa-weather-iowa.html
0,32,Iran Says U.S. Sanctions Have Helped Slow Flood Aid,2019-04-01T20:31:32+0000,Iran said on Monday that U.S. sanctions were impeding aid workers from sending helicopters to flood-hit regions of the country because of the poor state of the national helicopter fleet.,https://www.nytimes.com/reuters/2019/04/01/world/middleeast/01reuters-iran-floods.html
0,33,"U.S. Farmers, Still Reeling From Floods, Face New Storm",2019-04-10T20:13:27+0000,"U.S. farmers, who have spent the last month sifting through damage left by a storm that flooded more than a million acres of  crop land, now face a blizzard ahead of planting season.  ",https://www.nytimes.com/reuters/2019/04/10/us/10reuters-usa-weather-crops.html
1,34,"Blizzard Barrels Through U.S. Great Plains, Threatening New Floods",2019-04-10T06:16:34+0000,"A ""bomb cyclone"" blizzard swept out of the Rockies into the Great Plains on Wednesday, leading the Colorado governor to activate the National Guard and prompting fears of more flooding in areas still recovering from a deluge last month.",https://www.nytimes.com/reuters/2019/04/10/us/10reuters-usa-weather.html
1,35,Iraq Closes Border Crossing With Iran Due to Floods: Sources,2019-04-06T10:06:56+0000,"Iraq on Saturday closed its Sheeb border crossing with Iran to travelers and trade until further notice, Iraqi security sources said, as flooding continues to submerge villages in the south of Iran.",https://www.nytimes.com/reuters/2019/04/06/world/middleeast/06reuters-iran-floods-iraq.html
1,36,Record-High Floods in Nebraska Breach Levees and Isolate Towns,2019-03-17T03:18:36+0000,At least two deaths were confirmed by local authorities as surging floodwaters in the Midwest damaged roadways and homes.,https://www.nytimes.com/2019/03/16/us/nebraska-flooding.html
0,37,Woman Buys Out Closing Shoe Store for Nebraska Flood Victims,2019-04-02T21:31:33+0000,A Kansas woman donated 204 pairs of shoes to Nebraska flood victims after buying everything that was left at a closing Payless store.,https://www.nytimes.com/aponline/2019/04/02/us/ap-us-flooding-shoe-donation.html
1,38,Exclusive: More Than 1 Million Acres of U.S. Cropland Ravaged by Floods,2019-03-30T18:19:01+0000,"At least 1 million acres (405,000 hectares) of U.S. farmland were flooded after the ""bomb cyclone"" storm left wide swaths of nine major grain producing states under water this month, satellite data analyzed by Gro Intelligence for Reuters showed. ",https://www.nytimes.com/reuters/2019/03/30/us/30reuters-usa-weather-floods-exclusive.html
0,39,Iran Floods Force Evacuations as U.S. Denies Sanctions Harming Aid Efforts,2019-04-02T09:37:20+0000,"Iranian authorities ordered the evacuation of scores of villages on Tuesday as the impact of severe flooding spread further across the country, while Washington denied Tehran's claim that U.S. sanctions were slowing aid efforts.",https://www.nytimes.com/reuters/2019/04/02/world/middleeast/02reuters-iran-flood-evacuation.html
0,40,"Australia’s Burning, Flooding, Disastrous New Normal",2019-02-15T00:00:45+0000,"We are a land of proudly resilient people. But in an age of climate change, we can’t just hike up our Stubbies and move on.",https://www.nytimes.com/2019/02/14/opinion/australia-floods-fires-climate.html
0,41,Gun Groups: Million-Plus Extended Magazines Flood California,2019-04-11T22:49:01+0000,"More than a million high-capacity ammunition magazines flooded into California during a one-week window created when a federal judge temporarily threw out the state's ban, gun owners' groups estimated Thursday.",https://www.nytimes.com/aponline/2019/04/11/us/ap-us-california-gun-rights-lawsuit.html
0,42,"Learning With: ‘“Breaches Everywhere”: Flooding Bursts Midwest Levees, and Tough Questions Follow’",2019-04-01T08:00:00+0000,What factors complicate the process of addressing the levee system to protect against future flooding?,https://www.nytimes.com/2019/04/01/learning/learning-with-breaches-everywhere-flooding-bursts-midwest-levees-and-tough-questions-follow.html
0,43,The Flood of Court Cases That Threaten Abortion,2019-03-28T10:00:06+0000,Republican presidents sought judges who could be counted on to oppose abortion. The voices of those judges come through clearly in cases now making their way to the Supreme Court.,https://www.nytimes.com/2019/03/28/opinion/abortion-supreme-court.html
0,44,Flood-Hit Iran Getting No Financial Aid From Abroad Due to U.S. Sanctions-Statement,2019-04-07T14:42:58+0000,"U.S. sanctions have prevented the Iranian Red Crescent from obtaining any foreign financial aid to assist victims of flooding that has killed at least 70 people and inundated some 1,900 communities, the group said on Sunday.",https://www.nytimes.com/reuters/2019/04/07/world/middleeast/07reuters-iran-floods-redcrescent.html
1,45,Severe Floods Hit the Midwest,2019-03-14T19:16:15+0000,"Highway closings, home evacuations and water rescues spread across large portions of Nebraska, South Dakota and Iowa on Thursday as melting snow generated life-threatening floods.",https://www.nytimes.com/video/us/100000006410629/midwest-floods-video.html
0,46,"Learning With: ‘Flooding in Mozambique From Cyclone Idai Made an “Inland Ocean,” Stalling Rescues’",2019-03-21T08:00:00+0000,Southern Africa is devastated by a powerful cyclone and torrential flooding. What is being done to help the victims?,https://www.nytimes.com/2019/03/21/learning/learning-with-flooding-in-mozambique-from-cyclone-idai-made-an-inland-ocean-stalling-rescues.html
1,47,Floods in Indonesia Kill at Least 50,2019-03-18T18:15:22+0000,Heavy rains triggered a landslide and flash flooding in the Indonesian province of Papua. Indonesia’s disaster management agency is still assessing the damage.,https://www.nytimes.com/video/world/asia/100000006415982/indonesia-floods.html
1,48,Scenes From Record Flooding in Nebraska,2019-03-18T18:10:22+0000,"Rain, warm temperatures and snowmelt across the Midwest have caused floods that led to hundreds of evacuations and at least two deaths.",https://www.nytimes.com/video/us/100000006415793/floods-nebraska-scenes.html
0,49,U.S. Investors Seek Comfort in Flood of Data,2019-03-30T08:01:08+0000,Wall Street will be watching next week's economic data with a laser focus after a dismal February jobs report and recessionary warning signals from U.S. Treasury yields.,https://www.nytimes.com/reuters/2019/03/30/business/30reuters-usa-stocks-weekahead.html
0,50,"Days After Cyclone Idai, Rescuers Battle to Save Victims",2019-03-20T23:15:30+0000,"Nearly a week after southern Africa was hit by one the worst natural disasters in decades, it was all rescue workers could do to try to reach the flooding victims.",https://www.nytimes.com/2019/03/20/world/africa/mozambique-cyclone.html
0,51,"Midwest Floods Hammer U.S. Ethanol Industry, Push Some Gasoline Prices Toward Five-Year High",2019-04-08T05:06:54+0000,"The March floods that punished the U.S. Midwest have trapped barrels of ethanol in the country's interior, causing shortages of the biofuel and helping to boost gasoline prices in the western United States.",https://www.nytimes.com/reuters/2019/04/08/business/08reuters-usa-ethanol-floods.html
0,52,More Floods and More Droughts: Climate Change Delivers Both,2018-12-12T15:00:04+0000,"More records for both wet and dry weather are being set around the globe, according to a study published Wednesday.",https://www.nytimes.com/2018/12/12/climate/climate-change-floods-droughts.html
1,53,Flooding Devastates Mozambique and Other Nearby Countries,2019-03-19T18:14:14+0000,"Hundreds may be dead after Cyclone Idai hit Mozambique, Malawi and Zimbabwe with torrential flooding.",https://www.nytimes.com/video/world/africa/100000006417771/cyclone-idai-africa.html
0,54,‘It’s Like an Island’: Scenes From the Midwest Floods,2019-03-19T19:35:52+0000,"Officials in Nebraska, South Dakota, Wisconsin and Iowa have declared emergencies or disasters as floodwaters have forced hundreds of people from their homes.",https://www.nytimes.com/video/us/100000006417661/midwest-floods-scenes.html
0,55,"‘Breaches Everywhere’: Flooding Bursts Midwest Levees, and Tough Questions Follow",2019-03-31T09:00:10+0000,"Hundreds of miles of levees in the Midwest have been overwhelmed by the floods, leaving “Swiss cheese” infrastructure and reigniting a flood control debate.",https://www.nytimes.com/2019/03/31/us/midwest-floods-levees.html
0,56,"More Floods, Trump, Lupita Nyong’o: Your Thursday Evening Briefing",2019-03-21T22:18:17+0000,Here’s what you need to know at the end of the day.,https://www.nytimes.com/2019/03/21/briefing/more-floods-trump-lupita-nyongo.html
0,57,"Snow in Hawaii, Flood Watches and Ice: Winter Weather Hits Much of the U.S.",2019-02-11T22:04:18+0000,"The northern part of the country has gotten walloped with snow, while parts of the Southeast are seeing heavy rain and strong winds.",https://www.nytimes.com/2019/02/11/us/snow-storm-weather.html
1,58,Flooding Displaces Tens of Thousands in Iran. And More Rain Is Forecast.,2019-04-06T19:20:24+0000,At least 70 people have been killed by flooding in Iran that began in mid-March and has affected much of the nation.,https://www.nytimes.com/2019/04/06/world/middleeast/iran-floods-evacuations.html
1,59,Majorca Flash Flood Kills at Least 10,2018-10-10T10:32:22+0000,"Torrential rains on the Spanish island caused the banks of a river to burst, washing away vehicles and engulfing a town in muddy water.",https://www.nytimes.com/2018/10/10/world/europe/flash-flood-majorca-spain.html
0,60,Powerful Floods Are Wrecking Businesses. Including Mine.,2019-03-07T10:00:13+0000,"Many local companies, including our historic movie theater, are facing recovery with no flood insurance.",https://www.nytimes.com/2019/03/07/business/russian-river-flooding.html
0,61,"As Floods Inundate the Midwest, Many Ask: Will Our Levees Be the Next to Fail?",2019-03-22T22:51:01+0000,"At least 50 levees have been breached or overtopped by rivers engorged with late-winter rains and snowmelt, according to the Army Corps of Engineers.",https://www.nytimes.com/2019/03/22/us/midwest-flooding-levees.html
0,62,"In Myanmar, Flood Warnings Come After the Floods",2018-07-30T09:55:17+0000,"This year’s monsoon season has brought crippling floods to Southeast Asia, in some cases worsened by a lack of emergency preparations by governments.",https://www.nytimes.com/2018/07/30/world/asia/myanmar-floods-evacuate.html
1,63,‘Unprecedented’ Floods in Australia Force Hundreds to Evacuate,2019-02-04T07:32:13+0000,Police officers in the state of Queensland were left clinging to trees while snakes and crocodiles roamed the streets after days of heavy rainfall.,https://www.nytimes.com/2019/02/04/world/australia/queensland-townsville-flooding.html
0,64,"Federal Reserve, Floods, N.C.A.A.: Your Wednesday Evening Briefing",2019-03-20T22:12:56+0000,Here’s what you need to know at the end of the day.,https://www.nytimes.com/2019/03/20/briefing/federal-reserve-floods-ncaa-.html
0,65,An Iowa Town Fought and Failed to Save a Levee. Then Came the Flood.,2019-03-20T22:29:40+0000,"Hamburg residents held back the Missouri River in 2011, then had to take down the makeshift levee that saved them. Much of the town is now under water.",https://www.nytimes.com/2019/03/20/us/flooding-iowa-hamburg.html
1,66,‘A State of Emergency’: Native Americans Stranded for Days by Flooding,2019-03-24T16:58:42+0000,"On the Pine Ridge Indian Reservation in South Dakota, extreme weather and bad roads have left some residents stranded for nearly two weeks with limited food and water.",https://www.nytimes.com/2019/03/24/us/midwest-flooding-pine-ridge.html
1,67,French Flash Floods Kill at Least 11,2018-10-15T16:00:04+0000,"Torrential rains in the southwestern Aude region turned small rivers into raging torrents, flooding towns, cutting off roads and trapping people in their cars or homes.",https://www.nytimes.com/2018/10/15/world/europe/france-floods-weather-southwest.html
0,68,Powerful Storm Threatens More Misery in Flood-Hit Midwest,2019-04-08T20:58:04+0000,The system is expected to dump significant snow and rain this week on a region that is still struggling to recover from devastating floods.,https://www.nytimes.com/2019/04/08/us/winter-storm-wesley.html
0,69,‘It’s Complete Chaos’: Storm Frees Gators in Rio Favela Where Officials Won’t Go,2019-04-10T21:27:53+0000,"A storm knocked down the walls of a farm that bred caimans, cousins of alligators, in an area controlled by a criminal paramilitary group.",https://www.nytimes.com/2019/04/10/world/americas/brazil-rio-caimans-favela.html
0,70,Like ‘House Arrest’: Flooded Roads and Swamped Bridges Strand Nebraskans,2019-03-19T23:11:02+0000,"Water levels receded from record floods, but damaged roads and destroyed bridges have left many in the Midwest struggling to get to work or the grocery store.",https://www.nytimes.com/2019/03/19/us/nebraska-flooding-roads.html
1,71,"Flooding in Mozambique From Cyclone Idai Made an ‘Inland Ocean,’ Stalling Rescues",2019-03-19T21:08:22+0000,Aid agencies said the huge storm that swept across Mozambique and into Malawi and Zimbabwe was the worst natural disaster in southern Africa in two decades.,https://www.nytimes.com/2019/03/19/world/africa/mozambique-cyclone.html
1,72,Venice Flooding Is Worst in a Decade; Severe Weather in Italy Kills at Least 11,2018-10-30T13:41:02+0000,"Days of strong rain and high winds have caused flooding and landslides, and the waters in Venice reached their highest level in a decade.",https://www.nytimes.com/2018/10/30/world/europe/venice-floods-italy.html
0,73,New Buildings Rise in Flood Zones,2018-07-06T09:00:29+0000,"One in eight new residential units in New York is being built along the riskiest waterfront. The buildings may be resilient, but what about the neighborhoods? ",https://www.nytimes.com/2018/07/06/realestate/luxury/new-buildings-rise-in-flood-zones.html
0,74,5 Dangers of Flooding in Hurricane Florence,2018-09-14T18:27:09+0000,Experts provide the steps you can take to avoid them.,https://www.nytimes.com/2018/09/14/us/flooding-risks-danger-hurricane-florence.html
0,75,"A Flight Over the Flooding, Saving Lives",2018-09-21T19:54:56+0000,Coast Guard helicopters joined the search-and-rescue operations over the Carolinas after Hurricane Florence. A Times reporter and photographer accompanied one crew during its mission.,https://www.nytimes.com/interactive/2018/09/21/us/coast-guard-rescues-hurricane-florence.html
1,76,New York Today: Flash Flood Warnings,2018-09-18T10:00:01+0000,"Tuesday: Food for thought during today’s heavy rain, and Open House New York.",https://www.nytimes.com/2018/09/18/nyregion/new-york-today-flash-flood-warnings.html
0,77,It’s Hurricane Season. Do You Need Flood Insurance?,2018-06-15T15:19:33+0000,The federal program is about to lapse. But consumer advocates are urging homeowners to get the coverage.,https://www.nytimes.com/2018/06/15/your-money/hurricane-season-flood-insurance.html
1,78,"Floods in Nigeria Kill More Than 100, Wiping Out Homes and Farms",2018-09-17T14:34:59+0000,"Even for a region where the rainy season often brings deadly flooding, the toll is high, with a growing population and runaway development worsening the problem.",https://www.nytimes.com/2018/09/17/world/africa/nigeria-floods.html
1,79,"Flash Flooding in Connecticut, New Jersey and New York Turns Roads Into Rivers",2018-09-25T18:17:59+0000,"More than six inches of rain fell in Connecticut, and parts of New York and New Jersey were hit with four inches, keeping rescue workers busy.",https://www.nytimes.com/2018/09/25/nyregion/flash-flooding-nyc-new-jersey.html
0,80,Flooding the Swamp,2018-06-08T17:28:34+0000,A reader says the president has “invited every alligator in the country to come along.”,https://www.nytimes.com/2018/06/08/opinion/trump-swamp.html
0,81,The View From Flooded Venice,2018-10-31T17:36:31+0000,"Venice experienced its highest flooding in a decade, leaving much of the city underwater.",https://www.nytimes.com/video/world/europe/100000006190144/the-view-from-flooded-venice.html
0,82,Floods. Wildfires. Yet Few Candidates Are Running on Climate Change.,2018-10-02T09:00:09+0000,"Democrats, campaigning to win back control of the House and fend off Republican Senate candidates in states President Trump won, have been relatively muted on environmental issues this year.",https://www.nytimes.com/2018/10/02/us/politics/environment-climate-elections.html
0,83,Year-End Storm in the Philippines Kills More Than 60,2018-12-31T07:11:21+0000,"Officials said the storm known as Usman, which struck the region of Bicol on Saturday, had left at least 61 dead, while 18 others were missing.",https://www.nytimes.com/2018/12/31/world/asia/philippines-storm-usman.html
1,84,Flash Flood at Gorge in Italy Kills at Least 10 Hikers,2018-08-21T12:06:48+0000,"A wall of water likened to a tsunami roared through the Raganello Gorge, sending people far downstream. Some were “catapulted out like bullets.”",https://www.nytimes.com/2018/08/21/world/europe/italy-raganello-gorge-flash-flood.html
0,85,"After Worst Kerala Floods in a Century, India Rejects Foreign Aid",2018-08-23T20:26:40+0000,"The United Arab Emirates offered $100 million to help the recovery, but the Indian government turned it down.",https://www.nytimes.com/2018/08/23/world/asia/india-kerala-floods-aid-united-arab-emirates.html
0,86,Stop Uber From Flooding New York,2018-08-01T19:08:37+0000,A City Council bill to temporarily cap the number of for-hire vehicles is a good first step.,https://www.nytimes.com/2018/08/01/opinion/stop-uber-from-flooding-new-york.html
0,87,See Flood Waters Rise Across the Carolinas After Hurricane Florence,2018-09-18T19:48:08+0000,The Cape Fear River had risen to more than 25 feet above flood level.,https://www.nytimes.com/interactive/2018/09/18/us/hurricane-florence-flooding.html
0,88,"In India Election, False Posts and Hate Speech Flummox Facebook",2019-04-01T20:06:00+0000,"With as many as 879 million eligible voters set to cast ballots in the coming weeks, Facebook is struggling to cope with the disinformation and hate speech that is circulating online.",https://www.nytimes.com/2019/04/01/technology/india-elections-facebook.html
0,89,Brutal Choice in Houston: Sell Home at a Loss or Face New Floods,2018-03-30T17:49:16+0000,A Texas suburb was intentionally flooded to save the city of Houston. We followed homeowners as they decided whether to cut their losses or rebuild.,https://www.nytimes.com/2018/03/30/us/hurricane-harvey-flooding-canyon-gate.html
0,90,"Flooding in Kerala, India",2018-08-17T15:44:11+0000,,/interactive/2018/08/17/world/asia/kerala-flooding.html
0,91,"A Harvest That Requires Flooding, Floating and Pumping",2018-10-19T19:00:06+0000,"Growing cranberries involves techniques that aren’t common on other American farms. In Wisconsin, the year-round work culminates in waterlogged weeks of autumn. ",https://www.nytimes.com/2018/10/19/business/cranberry-harvest-wisconsin.html
1,92,Monsoon Flooding Kills 6 in Pakistani City,2018-07-03T21:05:46+0000,"Much of the eastern city of Lahore, home to 6 million people, is submerged.",https://www.nytimes.com/2018/07/03/world/asia/pakistan-lahore-floods.html
1,93,Kerala Floods: Rescuers Use Helicopters and Even Their Own Backs,2018-08-21T19:33:46+0000,"Scenes of valor are going viral from the southwestern Indian state, which has been inundated by its worst floods in nearly a century.",https://www.nytimes.com/2018/08/21/world/asia/india-kerala-flood-video.html
1,94,Kerala Flooding: Hundreds Killed in Indian State’s Worst Rains Since 1920s,2018-08-17T11:15:00+0000,"The floods have left at least 324 people dead, and hundreds of thousands more have been made homeless.",https://www.nytimes.com/2018/08/17/world/asia/kerala-india-floods.html
1,95,‘Battle Against Time’: Japan Floods Leave Dozens Seeking Rescue,2018-07-08T09:30:53+0000,Millions of people were told to evacuate to higher ground or shelters as flooding and landslides destroyed homes and left scores dead.,https://www.nytimes.com/2018/07/08/world/asia/japan-rains-flooding-landslides-evacuations.html
0,96,"In Venice Floods, Tourists Frolic as Locals Fear for Treasures",2018-11-01T17:41:26+0000,"The city suffered one of the worst episodes of flooding in decades this week. But saltwater has long been Venice’s enemy, and global warming has added to the threat.",https://www.nytimes.com/2018/11/01/world/europe/venice-flooding-tourists-tourism.html
0,97,"Flash Floods in New York Area Engulf Roads: ‘Yes, That’s a Cone Floating in the Waves’",2018-08-11T20:44:39+0000,"Parts of New York City, New Jersey and Long Island will remain under a flash flood warning through Sunday morning.",https://www.nytimes.com/2018/08/11/nyregion/ny-nj-long-island-flash-flooding-today.html
0,98,You Got the Flood Warning on Your Phone. Here’s What the Damage Looked Like.,2018-08-14T23:10:26+0000,"Flash floods swept through New York and New Jersey over the last three days, leading to states of emergency and evacuations across the region.",https://www.nytimes.com/2018/08/14/nyregion/flash-floods-ny-nj.html
0,99,"As the Winds Come, Towns in Hurricane Florence’s Path Fear the Floods",2018-09-13T22:38:12+0000,"The storm surge in the Carolinas could be deadly. But for inland towns, it’s the water that will fall afterward that could really bring disaster.",https://www.nytimes.com/2018/09/13/us/hurricane-florence-path.html
1,100,"Death Toll in Jordan Flood Reaches 21, but Grief Quickly Turns to Anger",2018-10-26T15:30:56+0000,The victims were mostly middle-school children on a trip near the Dead Sea. Officials said the school may not have had the proper permits.,https://www.nytimes.com/2018/10/26/world/middleeast/jordan-flash-flood.html
0,101,Excerpt: ‘The Flood’,2018-05-31T21:48:00+0000,"Recorded by Eve Ensler for Random House, 2001. Audio courtesy Audible.",https://www.nytimes.com/audio/2018/05/31/theater/31plays-vagina-monlogues-audio.html
