y_label,headline,pub_date,snippet,web_url
0,The Latest: Suspect in Church Fires Identified as White Man,2019-04-11T18:55:13+0000,The Latest on fires at black churches in Louisiana. (all times local):,https://www.nytimes.com/aponline/2019/04/11/us/ap-us-fires-black-churches-the-latest.html
0,The Latest: Rockets Fired From Gaza Into Israel,2019-03-30T10:03:43+0000,The Latest on protests at Gaza border with Israel (all times local):,https://www.nytimes.com/aponline/2019/03/30/world/middleeast/ap-ml-israel-gaza-the-latest.html
0,Federal Agency to Investigate Texas Chemical Fire,2019-04-03T17:36:46+0000,The U.S. Chemical Safety Board says it will investigate a fire at a Houston area chemical plant that killed one worker and injured two others.,https://www.nytimes.com/aponline/2019/04/03/us/ap-us-chemical-plant-fire.html
0,"A Charred Gas Can, a Receipt and an Arrest in Fires of 3 Black Churches",2019-04-11T23:33:49+0000,The 21-year-old son of a sheriff’s deputy was charged in connection with the blazes that destroyed three black churches in Louisiana.,https://www.nytimes.com/2019/04/11/us/holden-matthews-black-church-fires.html
0,The Latest: State Sues Over Texas Plant Fire,2019-04-02T17:27:49+0000,The Latest on a fire at a Houston-area chemical plant (all times local):,https://www.nytimes.com/aponline/2019/04/02/us/ap-us-chemical-plant-fire-the-latest.html
0,"Bangladesh Fire Tears Through Crowded Neighborhood, Killing 70",2019-02-21T01:32:46+0000,"The fire broke out at a building in a centuries-old neighborhood, and reports said flammable materials had been stored at the site.",https://www.nytimes.com/2019/02/20/world/asia/bangladesh-fire-dhaka.html
0,Fire Disrupts Terminal at Kenya's Main Airport in Nairobi,2019-04-04T05:40:11+0000,"Kenya briefly closed one departure terminal at the Jomo Kenyatta Airport in Nairobi after a fire sparked by a baggage system malfunction forced authorities to evacuate passengers and staff, the state-run airports operator said on Thursday. ",https://www.nytimes.com/reuters/2019/04/04/world/africa/04reuters-kenya-airport.html
0,Thousands of Chicken Killed in Barn Fire; Cause Not Known,2019-04-03T11:27:44+0000,Thousands of chickens have died after a fast-moving fire ripped through a barn in Pennsylvania.,https://www.nytimes.com/aponline/2019/04/03/us/ap-us-fire-chickens-killed.html
0,California Races to Deter Disaster as Towns Face Fire Risk,2019-04-11T18:12:52+0000,Impoverished towns in the shadow of Mount Shasta. Rustic Gold Rush cities in the Sierra Nevada foothills. High-dollar resort communities on the shores of Lake Tahoe. Ritzy Los Angeles County suburbs.,https://www.nytimes.com/aponline/2019/04/11/us/ap-us-destined-to-burn-whos-next.html
0,Outgoing Secret Service Director Says He Was Not Fired,2019-04-08T22:01:46+0000,"The outgoing director of the U.S. Secret Service Randolph ""Tex"" Alles said on Monday that he was not fired, describing the shift as part of an ""orderly transition in leadership"" across the Department of Homeland Secretary.",https://www.nytimes.com/reuters/2019/04/08/world/americas/08reuters-usa-homeland-secretservice-statement.html
0,Bus Fire in China Kills Dozens of People,2019-03-23T02:56:47+0000,"The long-distance coach bus was taking tourists to Mao Zedong’s hometown when the fire erupted, according to Chinese state media. At least 26 people were killed.",https://www.nytimes.com/2019/03/22/world/asia/china-bus-fire.html
0,2017 Arizona Wildfire Ignited During Gender-Reveal Party,2018-10-01T20:54:10+0000,"A U.S. Border Patrol agent recently pleaded guilty to a misdemeanor violation for starting what is now known as the Sawmill Fire, which nearly 800 firefighters battled for about a week in April last year.",https://www.nytimes.com/video/us/100000006137890/wildfire-gender-reveal-arizona.html
0,Fires At Black Churches in Louisiana Are Being Treated as ‘Suspicious’,2019-04-08T18:44:50+0000,"Mount Pleasant Baptist Church is one of three historically black churches in St. Landry Parish, La., that have been recently burned. The state’s fire marshal said the authorities are continuing to investigate how the fires might be related.",https://www.nytimes.com/video/us/100000006449952/fires-black-churches-louisiana.html
0,Shock at Arrest of Deputy's Son in Black Church Fires,2019-04-12T05:09:58+0000,"Authorities said he had no known criminal record. A friend described him as an introverted animal lover who showed no animosity toward any race, and a talented, if frustrated heavy metal guitar player and singer. A fellow musician called him ""a re...",https://www.nytimes.com/aponline/2019/04/12/us/ap-us-fire-black-churches.html
0,Amazon and Union at Odds Over Firing of Staten Island Warehouse Worker,2019-03-20T17:45:03+0000,"After the company’s plans for a big New York presence ran into labor issues, a union says that an employee was fired for speaking out about working conditions.",https://www.nytimes.com/2019/03/20/business/economy/amazon-warehouse-labor.html
0,The Latest: 3 Dead in Phoenix Fire Engine Collision ID'ed,2019-04-11T12:46:22+0000,The Latest on a collision between a pickup and a Phoenix fire engine that killed three people (all times local):,https://www.nytimes.com/aponline/2019/04/11/us/ap-az-fire-engine-pickup-truck-fatal-crash-the-latest.html
0,The Latest: Monday Bond Hearing for Suspect in Church Fires,2019-04-12T20:12:54+0000,The Latest on the arrest of a suspect in recent arson fires at black churches in Louisiana (all times local):,https://www.nytimes.com/aponline/2019/04/12/us/ap-us-fire-black-churches-the-latest.html
0,Fires at Three Black Churches Trigger Call for Arsonist's Surrender,2019-04-08T22:07:16+0000,"A U.S. congressman from Louisiana has urged anyone responsible for burning down three predominantly black churches in the state to come forward, as state and federal authorities investigate what appears to have been coordinated arson. ",https://www.nytimes.com/reuters/2019/04/08/us/08reuters-louisiana-fires.html
0,"NBA Notebook: Grizzlies Fire Coach, Demote GM",2019-04-12T02:28:48+0000,"Speaking to local media around midday Thursday, Memphis Grizzlies general manager Chris Wallace said he hadn't talked with team owner Robert Pera yet, but he could make one declaration: Head coach J.B. Bickerstaff would return for a second season....",https://www.nytimes.com/reuters/2019/04/11/sports/basketball/11reuters-basketball-nba-notebook.html
0,The Latest: Algerian Police Fire Pepper Spray at Protesters,2019-04-11T18:07:44+0000,The Latest on Algerian protest (all times local):,https://www.nytimes.com/aponline/2019/04/11/world/middleeast/ap-ml-algeria-the-latest.html
0,Son of a Deputy Sheriff Is Charged in 3 Black Church Fires,2019-04-11T03:38:15+0000,The authorities arrested the 21-year-old son of a deputy sheriff in the blazes that set a rural Cajun community on edge.,https://www.nytimes.com/2019/04/10/us/black-church-fires-louisiana.html
0,Authorities Say Deputy's Son Behind Fires at Black Churches,2019-04-11T18:19:19+0000,"The suspect in a string of fires that destroyed three black churches in rural Louisiana is the white son of a sheriff's deputy whose father helped arrange for his arrest, authorities said Thursday.",https://www.nytimes.com/aponline/2019/04/11/us/ap-us-fires-black-churches.html
0,US Safety Agency Opens Probes Into Hyundai and Kia Fires,2019-04-01T15:57:43+0000,"The U.S. government's highway safety agency has decided to open two new investigations into fires involving Hyundai and Kia vehicles after getting complaints of more than 3,100 fires and 103 injuries.",https://www.nytimes.com/aponline/2019/04/01/us/ap-us-hyundai-kia-fires.html
1,"Fast-Moving Fire Ravages Building in Paris, No Known Victims",2019-04-09T15:51:14+0000,A fast-moving fire has ravaged a residential building on the northern edge of Paris.,https://www.nytimes.com/aponline/2019/04/09/world/europe/ap-eu-france-paris-fire.html
1,"Texas Chemical Plant Fire Kills One, Injures Two",2019-04-02T22:28:25+0000,"A blast and fire at a chemical plant near Houston killed one person on Tuesday and injured two others, in an incident involving a highly flammable gas, officials said, less than a month after a similar fire in the region that burned for days.",https://www.nytimes.com/reuters/2019/04/02/us/02reuters-texas-energy-fire.html
0,Jury to Decide if Deadly Fire in Bunker Tunnels Was a Crime,2019-04-09T20:01:45+0000,A wealthy stock trader's peculiar plan to build a nuclear bunker beneath his family's Maryland home ended with a deadly fire. Now a jury will decide if the death of a 21-year-old man who perished in the September 2017 blaze was a crime.,https://www.nytimes.com/aponline/2019/04/09/us/ap-us-nuclear-bunker-fatal-fire.html
0,Fired Florida Man Accused of Threatening 'Slaughter' at Work,2019-04-11T18:11:30+0000,"Authorities say they've arrested a Florida man who threatened in an email to ""slaughter"" his former co-workers.",https://www.nytimes.com/aponline/2019/04/11/us/ap-us-office-shooting-threat.html
0,"PG&E Says It Probably Caused the Fire That Destroyed Paradise, Calif.",2019-02-28T16:12:52+0000,"The California utility, which filed for bankruptcy protection in January, recorded a $10.5 billion charge to pay damage claims to victims of the Camp Fire.",https://www.nytimes.com/2019/02/28/business/energy-environment/pge-camp-fire.html
0,"Shakespeare Theater in Stratford, Conn., Is Destroyed by Fire",2019-01-14T02:01:21+0000,"The theater, which had been closed since the late 1980s, once featured notable actors such as Katharine Hepburn and Helen Hayes. Supporters had been leading efforts to restore it.",https://www.nytimes.com/2019/01/13/arts/stratford-shakespeare-theater-fire.html
1,At Least 20 Killed When Fire Erupts on Bus in Peru,2019-04-01T03:45:49+0000,Authorities say at least 20 people were killed when a fire broke out in a bus at an informal stop on the northern outskirts of Peru's capital.,https://www.nytimes.com/aponline/2019/03/31/world/americas/ap-lt-peru-bus-fire.html
0,Officer Fired for Seeking Sex in Arkansas Now in Mississippi,2019-04-11T18:11:27+0000,A Mississippi board is reviewing a police officer's professional certification after WMC-TV raised questions about his conduct in Arkansas.,https://www.nytimes.com/aponline/2019/04/11/us/ap-us-police-officer-record-questioned.html
0,Officer's Firing Appeal Delayed in 2016 Slaying of Black Man,2019-04-11T19:51:59+0000,A white former Louisiana police officer who fatally shot a black man has once again had a hearing over his firing postponed.,https://www.nytimes.com/aponline/2019/04/11/us/ap-la-police-shooting-louisiana.html
0,"Bad Idea: Pouring Gas on Wet Ballfield, Setting It on Fire",2019-04-09T15:51:55+0000,"Authorities say it could cost over $50,000 to repair a Connecticut baseball diamond where somebody dumped gasoline and set it on fire to dry out the infield.",https://www.nytimes.com/aponline/2019/04/09/us/ap-us-ballfield-fire.html
0,The Latest: Algerian Police Fire Tear Gas Against Protesters,2019-04-12T12:54:56+0000,The Latest on the protests in Algeria (all times local):,https://www.nytimes.com/aponline/2019/04/12/world/middleeast/ap-ml-algeria-the-latest.html
1,Fire Destroys Milwaukee-Area Apartment Building; 14 Rescued,2019-03-30T16:00:47+0000,Authorities say 14 people were rescued from an overnight fire that destroyed a 62-unit apartment building in the Milwaukee area. Three people suffered minor injuries.,https://www.nytimes.com/aponline/2019/03/30/us/ap-us-apartment-fire-14-rescued.html
0,Full Reopening of Houston Ship Channel Unclear After Fire,2019-04-01T17:39:44+0000,The U.S. Coast Guard says it's unclear when the Houston Ship Channel will fully reopen as crews continue cleaning up chemicals that seeped into one of America's busiest shipping lanes following a fire at a petrochemical storage facility.,https://www.nytimes.com/aponline/2019/04/01/us/ap-us-petrochemical-fire-texas.html
0,How to Say Goodbye to ‘Game of Thrones’? Start With Ice and Fire,2019-04-05T19:24:15+0000,We wanted a cover for Arts & Leisure that was appropriately spectacular for the show’s final season. A life-size throne seemed a bit over budget.,https://www.nytimes.com/2019/04/05/reader-center/game-of-thrones-ice-photo.html
0,Panthers Fire Coach Bob Boughner After 2 Seasons,2019-04-09T15:49:59+0000,"The Florida Panthers have fired coach Bob Boughner, who led the team for the past two seasons and didn't get to the playoffs in either one.",https://www.nytimes.com/aponline/2019/04/09/sports/hockey/ap-hkn-panthers-boughner.html
0,NFL Notebook: McCarthy Opens Up on Packers Firing,2019-04-04T00:45:56+0000,Former Green Bay Packers coach Mike McCarthy was surprised to be fired before the end of the 2018 season.,https://www.nytimes.com/reuters/2019/04/03/sports/football/03reuters-football-nfl-notebook.html
0,"U.S. to Probe Thousands of Fires Connected to Hyundai, Kia Vehicles",2019-04-01T15:49:14+0000,"The top U.S. auto safety regulator said on Monday it will open an investigation into 3 million Hyundai Motor Co and Kia Motors Corp vehicles after reviewing reports of more than 3,000 fires that injured over 100 people. ",https://www.nytimes.com/reuters/2019/04/01/business/01reuters-hyundai-motor-probe.html
0,Police Searching for Father of Child Found Dead After Fire,2019-03-31T00:09:44+0000,Police are looking for the father of a 2-year-old boy found dead at the site of a house fire in Kentucky.,https://www.nytimes.com/aponline/2019/03/30/us/ap-us-fire-death.html
1,Firefighters Contain Fire in China's Mountains Where 30 Died,2019-04-02T04:18:46+0000,"Firefighters on Tuesday contained a blaze high in the rugged forested mountains of western China that claimed the lives of 30 colleagues, in one of the worst disasters for the emergency services in recent years.",https://www.nytimes.com/aponline/2019/04/02/world/asia/ap-as-china-forest-fire-deaths.html
0,Kings Fire Coach Joerger After Three Seasons,2019-04-11T21:19:49+0000,"Sacramento Kings coach Dave Joerger was fired Thursday after three seasons, the team announced.",https://www.nytimes.com/reuters/2019/04/11/sports/basketball/11reuters-basketball-nba-sac-joerger-fired.html
0,‘They Didn’t Burn Down Our Spirit’: Louisiana Black Churches Defiant Amid Fires,2019-04-08T18:44:52+0000,"As the authorities investigated a series of blazes that destroyed three black churches, residents gathered Sunday with a mix of concern and defiance.",https://www.nytimes.com/2019/04/08/us/louisiana-black-churches-fires.html
1,"Fire at Bangkok Shopping Mall Kills at Least Two, Injures 16",2019-04-10T13:40:39+0000,"At least two people died and 16 were injured when fire broke out on Wednesday at a shopping center in Bangkok, forcing some people to jump from the burning building.",https://www.nytimes.com/reuters/2019/04/10/world/asia/10reuters-thailand-fire.html
0,"Scores Dead in Bangladesh Fire: ‘This Isn’t About Poverty, It’s About Greed’",2019-02-21T16:41:29+0000,"The inferno, which was set off when a car’s gas cylinder exploded, ravaged one of the most historic neighborhoods in Bangladesh, a country with a horrible record of deadly fires.",https://www.nytimes.com/2019/02/21/world/asia/bangladesh-fire.html
0,N.Y. Today: A ‘Friendly Fire’ Tragedy,2019-02-14T11:01:00+0000,The fatal shooting of a detective in Queens — 42 shots in 11 seconds — shows the devastating impact.,https://www.nytimes.com/2019/02/14/nyregion/newyorktoday/ny-news-police-friendly-fire.html
0,Medical Examiner Seeks to ID Bodies From 1944 Circus Fire,2019-04-09T15:49:12+0000,Connecticut's medical examiner is seeking to exhume two female bodies found after the 1944 Hartford circus fire in an attempt to identify at least one of them.,https://www.nytimes.com/aponline/2019/04/09/us/ap-us-circus-fire.html
0,‘Muses of Fire’ by Terrence McNally,2019-04-06T13:38:32+0000,"A play created exclusively for T Magazine, read by Nathan Lane, John Lithgow, Kerry Washington, Richard Thomas, Frederick Weller, Terrence McNally and David Hyde Pierce.",https://www.nytimes.com/video/t-magazine/100000006446925/muses-of-fire-by-terrence-mcnally.html
0,"As Fires Ravaged California, Utilities Lobbied Lawmakers for Protection",2019-01-05T10:00:05+0000,"Facing billions of dollars in damages, PG&E and other utilities want legislators to let them pass on the cost to homeowners through higher electricity rates.",https://www.nytimes.com/2019/01/05/business/energy-environment/california-wildfire-electric.html
0,"Grizzlies Fire Coach Bickerstaff, Shake Up Front Office",2019-04-12T02:31:48+0000,"Speaking to local media around midday Thursday, Memphis Grizzlies general manager Chris Wallace said he hadn't talked with team owner Robert Pera yet but he could make one declaration: head coach J.B. Bickerstaff would return for a second season.",https://www.nytimes.com/reuters/2019/04/11/sports/basketball/11reuters-basketball-nba-mem-bickerstaff-fired.html
0,Fire Chief: Shop Owner Declined to Evacuate Before Blast,2019-04-11T18:52:25+0000,"The coffee shop owner killed in a North Carolina gas line explosion was last seen in the doorway of his business after firefighters evacuated his customers and told him to leave, the fire chief said Thursday, as city officials gave new details abo...",https://www.nytimes.com/aponline/2019/04/11/us/ap-us-explosion-north-carolina.html
0,2nd Texas Chemical Fire in About 2 Weeks Kills Worker,2019-04-02T17:03:49+0000,"A tank holding a flammable chemical caught fire at a Texas plant Tuesday, killing one worker, critically injuring two others and sending panicked employees fleeing over a fence to safety.",https://www.nytimes.com/aponline/2019/04/02/us/ap-us-chemical-plant-fire.html
0,Israel Strikes After Rockets Are Fired From Gaza to Tel Aviv,2019-03-14T19:25:48+0000,Hamas and Palestinian Islamic Jihad denied responsibility. The Israeli military struck back at Gaza early Friday.,https://www.nytimes.com/2019/03/14/world/israel-reports-rocket-attack-on-tel-aviv.html
0,Police Fire Water Cannon at Fans Outside Ajax Stadium,2019-04-10T18:34:08+0000,"Police in Amsterdam fired a water cannon at football fans ""to put out flares and prevent unsafe situations"" and carried out charges on horseback ahead of the first leg of the Champions League quarterfinal between Ajax and Juventus.",https://www.nytimes.com/aponline/2019/04/10/world/europe/ap-soc-ajax-juventus-fan-trouble.html
0,Man Hospitalized After Lighting Jacket on Fire Outside White House,2019-04-12T20:08:15+0000,"A man in a wheelchair-type electric scooter lit his jacket on fire outside the White House fence on Friday and was hospitalized with what appeared to be non-life threatening injuries, the U.S. Secret Service said.",https://www.nytimes.com/reuters/2019/04/12/us/12reuters-usa-whitehouse-incident.html
0,"Grizzlies Fire Coach J.B. Bickerstaff, Reassign GM to Scout",2019-04-11T21:04:02+0000,"The Memphis Grizzlies started the offseason Thursday with plenty of questions to answer, then controlling owner Robert Pera added to the to-do list by firing coach J.B. Bickerstaff as part of a front-office shake-up that demoted general manager Ch...",https://www.nytimes.com/aponline/2019/04/11/sports/basketball/ap-bkn-grizzlies-shakeup.html
0,Secret Service: Man Lit Jacket on Fire Outside White House,2019-04-12T20:22:03+0000,The U.S. Secret Service says that a man operating a wheelchair scooter lit his outer jacket on fire while sitting along Pennsylvania Avenue outside the White House.,https://www.nytimes.com/aponline/2019/04/12/us/politics/ap-us-white-house-medical-incident.html
0,The Joys of Grilling in the Winter,2019-01-23T10:00:08+0000,Slow-cook a smoky pork shoulder in the muffled silence of snowfall.,https://www.nytimes.com/2019/01/23/magazine/the-joys-of-grilling-in-the-winter.html
0,Fire Damages Texas Home Where Boxing Legend Johnson Lived,2019-04-09T15:57:09+0000,A Texas Gulf Coast home where boxing legend Jack Johnson once lived has been heavily damaged in a fire.,https://www.nytimes.com/aponline/2019/04/09/us/ap-us-house-fire-boxing-legend.html
0,Bangladesh Police Arrest Building Owners Over Latest Deadly Fire,2019-03-31T08:54:55+0000,"Two of the owners of a high-rise commercial building that caught fire last week, killing 26 people in a blaze made worse by the lack of appropriate fire exits, have been arrested, Bangladesh police said on Sunday.",https://www.nytimes.com/reuters/2019/03/31/world/asia/31reuters-bangladesh-fire.html
0,White-Power Symbol Found Near Fire at Social Justice Center,2019-04-02T17:09:45+0000,Representatives for a social justice center that trained the Rev. Martin Luther King Jr. and other civil rights leaders said Tuesday that a white-power symbol was spray-painted near the site of a fire that destroyed a building there.,https://www.nytimes.com/aponline/2019/04/02/us/ap-us-social-justice-center-fire.html
0,Son of Sheriff’s Deputy Arrested After Fires at Black Churches,2019-04-12T13:21:01+0000,"The arrest of Holden Matthews in the setting of fires at three black churches in Opelousas, La., was announced at a news conference on Thursday. The authorities have not determined the motive behind the attacks.",https://www.nytimes.com/video/us/100000006458004/arrest-fire-black-churches.html
0,"Pakistan, India Trade Fire in Disputed Kashmir: 7 People Die",2019-04-02T05:24:43+0000,"Pakistan and India traded fire in the disputed Himalayan region of Kashmir, leaving seven people dead &#8212; three Pakistani soldiers, a Pakistani villager, an Indian woman and a girl and a member of the Indian paramilitary troops, officials said...",https://www.nytimes.com/aponline/2019/04/02/world/asia/ap-as-pakistan-india-kashmir.html
0,Officials Say Bad Vent May Have Spread Bangkok Mall Fire,2019-04-11T18:28:23+0000,Officials in Thailand's capital say that a small but deadly fire at one of the city's biggest shopping malls may have started in a basement room before spreading to an eighth-floor document room because of a bad vent.,https://www.nytimes.com/aponline/2019/04/11/world/asia/ap-as-thailand-fire.html
0,Buffalo Sabres Fire Coach Phil Housley After 2 Seasons,2019-04-09T15:50:01+0000,"The Buffalo Sabres have fired coach Phil Housley following two underperforming seasons, and after the team extended its franchise-worst playoff drought to an eighth consecutive year.",https://www.nytimes.com/aponline/2019/04/09/sports/hockey/ap-hkn-sabres-housley.html
0,So You’ve Been Fired ...,2019-02-06T20:51:42+0000,A reader shares some advice from real life.,https://www.nytimes.com/2019/02/06/opinion/letters/jobs-layoffs.html
0,Facebook and the Fires,2018-11-15T17:06:46+0000,The toxic smoke is a bleak backdrop and an apt metaphor for where Silicon Valley finds itself.,https://www.nytimes.com/2018/11/15/opinion/california-fires-facebook-kara-swisher.html
1,Firefighters Contain Fire in China's Mountains Where 30 Died,2019-04-01T09:21:45+0000,Firefighters have contained a blaze high in the rugged forested mountains of western China that claimed the lives of 30 of their colleagues.,https://www.nytimes.com/aponline/2019/04/01/world/asia/ap-as-china-forest-fire-deaths.html
1,Forest Fire Burns Thousands of Acres in New Jersey Pinelands,2019-03-31T17:54:45+0000,"Authorities say fire whipped by high winds has spread over thousands of acres of state land in New Jersey's Pine Barrens, a forested area of coastal plain that stretches more than 1 million acres.",https://www.nytimes.com/aponline/2019/03/31/us/ap-us-forest-fire.html
0,"Woman Killed by Fire in Menstruation Hut, as Nepal Fights a Tradition",2019-02-02T10:06:12+0000,"Despite a ban and efforts to educate Nepalese about a centuries-old practice of banishing menstruating women to isolated huts, the tradition stubbornly lives on.",https://www.nytimes.com/2019/02/02/world/asia/nepal-menstruation-hut-death-chhaupadi.html
0,Knight Makes 1st Return Trip to Indiana Campus Since Firing,2019-04-09T22:37:01+0000,"Bob Knight returned to Indiana University on Saturday, the former basketball coach's first public appearance on campus since he was fired almost 19 years ago.",https://www.nytimes.com/aponline/2019/04/09/sports/ncaabasketball/ap-bkc-indiana-knight-returns.html
0,Will Trump Take Us Back to ‘Fire and Fury’?,2019-02-28T14:50:13+0000,"When leaders’ summits fail to reach agreement, diplomacy has reached the end of its rope.",https://www.nytimes.com/2019/02/28/opinion/north-korea-summit-trump.html
0,Grenfell Tower Fire Victims Are Mocked in ‘Sickening Video’,2018-11-06T02:37:21+0000,"As Britain celebrated Guy Fawkes Night on Monday, a video showed a group burning an effigy of the apartment complex where dozens died last year.",https://www.nytimes.com/2018/11/05/world/europe/grenfell-tower-fire-video-effigy.html
0,"3 Dead, 3 Firefighters Hurt After Truck, Fire Engine Collide",2019-04-10T16:43:00+0000,Authorities say three people are dead and three firefighters seriously injured after a pickup truck and a fire engine collided at a west Phoenix intersection.,https://www.nytimes.com/aponline/2019/04/10/us/ap-us-fire-engine-pickup-truck-fatal-crash.html
0,At Least 20 Killed After Bus in Peru Catches Fire at Banned Bustop,2019-04-01T04:45:59+0000,"At least 20 people were killed and eight injured when the double-decker bus they were traveling in caught on fire in the Peruvian capital Lima on Sunday, a spokesman for the country's firefighters said.",https://www.nytimes.com/reuters/2019/04/01/world/americas/01reuters-peru-fire.html
0,"A Teacher Is Fired Over a Topless Selfie, Stirring a Debate Over Gender Equity",2019-04-03T22:50:09+0000,"Lauren Miranda, 25, was fired from a Long Island school after a student obtained a topless selfie she said she had sent to a teacher she had dated.",https://www.nytimes.com/2019/04/03/nyregion/teacher-selfie.html
0,"Israel, Hamas Take First Steps Toward Gaza Cease-Fire Deal",2019-03-31T06:39:44+0000,"A cease-fire deal appeared to take hold between Israel and Gaza's Hamas rulers on Sunday, with Israel expanding the permitted fishing zone and easing some tight restrictions on movement through its two main crossings with the Palestinian enclave.",https://www.nytimes.com/aponline/2019/03/31/world/middleeast/ap-ml-israel-gaza.html
0,Health Officials: Israeli Fire Kills 15-Year-Old Palestinian,2019-04-12T15:42:59+0000,Gaza's health ministry says Israeli troops have killed a Palestinian teenager during protests along the perimeter fence dividing Israel and Gaza.,https://www.nytimes.com/aponline/2019/04/12/world/middleeast/ap-ml-israel-palestinians.html
0,California Today: Camp Fire Matches Deadliest Fire in State History,2018-11-12T14:07:44+0000,"Monday: The trauma of fire compounded by the difficulty of escape, how to help evacuees and how The Times covered California in the 20th century.",https://www.nytimes.com/2018/11/12/us/california-today-paradise-camp-fire.html
0,"White Power’ Symbol Was Found at Site of Fire, Civil Rights Center Says",2019-04-03T19:14:45+0000,"The Highlander Research and Education Center, which once hosted Rosa Parks and Martin Luther King Jr., believes a fire on its campus may have been arson.",https://www.nytimes.com/2019/04/03/us/civil-rights-center-fire.html
0,PG&E Is Cleared in Deadly Tubbs Fire of 2017,2019-01-24T21:34:35+0000,"The California utility’s shares soared on the finding, days after it said it planned to file for bankruptcy protection because of wildfire liabilities.",https://www.nytimes.com/2019/01/24/business/energy-environment/pge-tubbs-fire.html
0,An Urdu Epic Puts India’s Partition Into Historical Perspective,2019-04-08T19:10:14+0000,"Qurratulain Hyder’s “River of Fire,” “transcreated” into English by the author, gushes across more than 2,000 years of the subcontinent’s cultural life.",https://www.nytimes.com/2019/04/08/books/review/qurratulain-hyder-river-of-fire.html
0,Sacramento Kings Fire Coach Dave Joerger 3 Losing Seasons,2019-04-11T18:11:45+0000,Sacramento's best season in 13 years wasn't enough to save coach Dave Joerger's job.,https://www.nytimes.com/aponline/2019/04/11/sports/basketball/ap-bkn-kings-joerger-fired.html
0,7 Children in Syrian Refugee Family Die in Fire in Canada,2019-02-20T00:51:59+0000,"The victims, who ranged in age from 4 months to 15 years old, were killed in a fire that destroyed their home in Halifax, Nova Scotia. They immigrated in 2017.",https://www.nytimes.com/video/world/canada/100000006368317/canada-fire-refugees.html
0,More Trump Firings of Senior U.S. Immigration Officials Seen Likely,2019-04-09T19:40:30+0000,"President Donald Trump's administration stepped up pressure on the Department of Homeland Security (DHS) on Tuesday, raising the likelihood that he might fire more senior officials as the agency struggles with a surge of immigrants on the U.S.-Mex...",https://www.nytimes.com/reuters/2019/04/09/world/americas/09reuters-usa-immigration-homeland.html
0,Robin Arzón’s Peloton Work Diary: ‘It Feels Like I Ingested Fire’,2019-03-29T14:13:53+0000,"The fitness start-up’s vice president of programming, who hydrates three different ways by 8 a.m., is essential to the company’s $4 billion valuation.",https://www.nytimes.com/2019/03/29/business/robin-arzon-peloton-work-diary.html
