y_label,headline,pub_date,snippet,web_url
0,City Admits Defrauding FEMA After Hurricane Sandy; Agrees to Pay $5.3 Million,2019-02-21T02:29:27+0000,"The city sought reimbursement for 132 vehicles it claimed were damaged in the 2012 storm, but some were broken or inoperable before Sandy.",https://www.nytimes.com/2019/02/20/nyregion/fema-hurricane-sandy-fraud.html
1,"Strengthening to Category 4, Hurricane Michael Aims at Florida",2018-10-09T23:22:37+0000,"The storm, expected to make landfall on Wednesday, is poised to be the most powerful hurricane to strike the mainland United States so far this year.",https://www.nytimes.com/2018/10/09/us/hurricane-michael-florida.html
1,Relief for Hurricane Harvey Survivors,2018-09-12T14:50:59+0000,A legal advocate discusses the obstacles posed by FEMA.,https://www.nytimes.com/2018/09/12/opinion/letters/hurricane-harvey-houston.html
0,Savea Scores Brace as Hurricanes Sneak to Another Win Over Highlanders,2019-04-05T09:43:21+0000,Ardie Savea scored two sensational long-range tries to showcase his blistering speed and help the Hurricanes down the Highlanders in Dunedin on Friday.,https://www.nytimes.com/reuters/2019/04/05/sports/rugby/05reuters-rugby-union-super-highlanders.html
1,Hurricane Michael Leaves Trail of Destruction as It Slams Florida’s Panhandle,2018-10-11T00:40:36+0000,"Residents and emergency workers spent most of the day hunkered down, only emerging after nightfall to begin assessing the Category 4 storm’s toll.",https://www.nytimes.com/2018/10/10/us/hurricane-michael-florida.html
0,"Review: In ‘Hurricane Diane,’ the Perfect Storm Hits Suburbia",2019-02-25T02:45:01+0000,"Madeleine George’s new play brings back the god Dionysus to convince the women of Monmouth County, N.J., that the ecological end is near.",https://www.nytimes.com/2019/02/24/theater/hurricane-diane-review.html
0,"Orpik Scores in OT, Capitals Take 2-0 Lead Over Hurricanes",2019-04-13T22:30:58+0000,A rat falling out of the arena hallway ceiling during the Carolina Hurricanes' warmup game of soccer was just a precursor to a wacky afternoon of playoff hockey.,https://www.nytimes.com/aponline/2019/04/13/sports/hockey/ap-hkn-hurricanes-capitals.html
0,Forecasters Expect ‘Rapid Intensification’ of Hurricane Florence,2018-09-09T21:05:54+0000,"The National Hurricane Center warned of two life-threatening impacts, especially for South Carolina: storm surge at the coast and freshwater flooding from prolonged rain.",https://www.nytimes.com/2018/09/09/us/hurricane-florence-isaac-weather-path.html
1,Hurricane Michael Slams Into Florida,2018-10-10T15:51:24+0000,"Wind and rain roared through the region, flooding homes and sending debris flying at dangerous speeds.",https://www.nytimes.com/video/us/politics/100000006154065/hurricane-michael-florida-video.html
0,White Man Who Shot Black Men After Hurricane Katrina Dies Days After Sentencing,2019-02-28T04:14:32+0000,"Roland J. Bourgeois Jr. died on Feb. 19, five days after he was sentenced to 10 years in prison for the shootings.",https://www.nytimes.com/2019/02/27/us/hurricane-katrina-roland-bourgeois-dead.html
0,Hurricanes Rout Caps 5-0 in 1st Home Playoff Game Since '09,2019-04-16T02:27:59+0000,The Carolina Hurricanes waited 10 long years to finally bring the playoffs back to town. They almost seemed determined to cram a decade's worth of goals and hits into one game.,https://www.nytimes.com/aponline/2019/04/15/sports/hockey/ap-hkn-capitals-hurricanes.html
1,Hurricane Michael: The Damage in Pictures,2018-10-11T15:30:35+0000,Striking photography from Hurricane Michael and the recovery,https://www.nytimes.com/2018/10/11/us/photos-hurricane-michael-damage.html
0,"Hurricane Michael Is a ‘Monstrous Storm,’ Florida Governor Says",2018-10-09T17:47:11+0000,"Gov. Rick Scott of Florida warned residents about the dangers of the approaching hurricane, with the potential to make landfall as a Category 4 storm.",https://www.nytimes.com/video/climate/100000006152342/hurricane-michael-florida-rick-scott.html
1,How to Help Victims of Hurricane Michael,2018-10-11T17:09:27+0000,Find out how you can assist those affected by the storm.,https://www.nytimes.com/2018/10/11/reader-center/how-to-help-hurricane-michael-victims.html
1,Maps: Hurricane Florence’s Approach Toward the Carolinas,2018-09-10T14:12:07+0000,"The Category 2 storm approached the North Carolina coast on Thursday, with winds of up to 110 miles an hour.",https://www.nytimes.com/interactive/2018/09/10/us/hurricane-florence-tracking-map.html
1,Residents Prepare for Hurricane Florence,2018-09-12T20:25:44+0000,The storm is expected to make landfall in the Carolinas by Friday. Millions of residents could lose power.,https://www.nytimes.com/video/us/100000006101534/hurricane-florence-preparation.html
1,Hurricane Florence Is Going to Slow Down. That’s Not Good.,2018-09-13T09:00:16+0000,The storm won’t be alone: Tropical cyclones have grown more sluggish since the mid-20th century. Here’s why that’s a bad thing.,https://www.nytimes.com/2018/09/13/climate/slow-hurricane-florence.html
0,"To Lead a Young Team, the Hurricanes Turn to Rod the Bod",2019-04-14T12:00:04+0000,"Rod Brind’Amour brought a Stanley Cup to Carolina as a player. In his first year as coach, he helped end the longest playoff drought in the N.H.L.",https://www.nytimes.com/2019/04/14/sports/carolina-hurricanes-nhl-playoffs.html
1,Hurricane Michael: One Mile of Devastation in Florida,2018-10-12T08:05:03+0000,"We analyzed aerial images of Mexico Beach, Fla., and found that at least three-quarters of the buildings along a one-mile stretch were destroyed or severely damaged.",https://www.nytimes.com/interactive/2018/10/12/us/mexico-beach-fl-damage-map.html
1,"Decimated by Hurricanes, Rural America Needs Our Help",2018-10-11T19:19:34+0000,Stop asking why so many people still live in such treacherous areas.,https://www.nytimes.com/interactive/2018/10/11/opinion/hurricane-michael-florence-north-carolina-florida-recovery.html
1,Hurricane Michael: How to Prepare and Stay Safe,2018-10-10T17:33:27+0000,Officials said it was too late for Florida Panhandle residents to evacuate their homes and advised them to shelter in place. Here are some tips if you’re in the path of the storm.,https://www.nytimes.com/2018/10/10/climate/hurricane-michael-how-to-prepare.html
0,"A Hurricane, Turbocharged",2018-09-12T12:19:38+0000,Florence went from ordinary to extraordinary with unusual speed. There is reason to suspect climate change.,https://www.nytimes.com/2018/09/12/opinion/columnists/hurricane-florence-climate-change-trump.html
1,"Hurricane Michael Intensified Quickly, Taking Many by Surprise",2018-10-11T00:26:03+0000,The storm’s sharp increase in strength could be attributed in part to its low barometric pressure and warmer-than-average waters in the Gulf of Mexico.,https://www.nytimes.com/2018/10/10/us/hurricane-michael-intensification-strength.html
1,Tips for Travelers Affected by Hurricane Florence,2018-09-11T21:33:56+0000,Storms are also expected in the Caribbean and Hawaii; airlines will not charge extra for rebooking.,https://www.nytimes.com/2018/09/11/travel/airlines-hurricane-florence-fees.html
0,"As the Winds Come, Towns in Hurricane Florence’s Path Fear the Floods",2018-09-13T22:38:12+0000,"The storm surge in the Carolinas could be deadly. But for inland towns, it’s the water that will fall afterward that could really bring disaster.",https://www.nytimes.com/2018/09/13/us/hurricane-florence-path.html
0,Hurricane Michael Victims’ Biggest Fear: ‘People Are Going to Start Forgetting’,2018-10-21T21:36:26+0000,"Places hit hard by Hurricane Michael are slowly returning to normal, but residents worry that officials will be in too great a hurry to move on.",https://www.nytimes.com/2018/10/21/us/fema-hurricane-michael-disaster-damage.html
1,Powerful Hurricane Approaches Florida,2018-10-09T09:00:06+0000,"Hurricane Michael is gaining strength as it races toward the Florida Panhandle, threatening to bring ferocious rains, powerful winds and a destructive storm surge.",https://www.nytimes.com/2018/10/09/us/hurricane-michael.html
0,This Map Shows How the Carolinas Became More Vulnerable to Hurricanes,2018-09-13T19:09:03+0000,"The southeast coast is no stranger to devastating storms, but that hasn’t slowed people from moving there.",https://www.nytimes.com/interactive/2018/09/13/opinion/hurricane-florence-south-north-carolina.html
0,"Hurricane Harvey Passed Over, but These Fish Kept Making Babies",2018-11-15T16:42:07+0000,Underwater audio recordings rescued from Hurricane Harvey showed that the urge to spawn was more powerful than a category 4 storm.,https://www.nytimes.com/2018/11/15/science/fish-hurricane-harvey.html
0,Hurricane Florence: Your Forecasting and Climate Questions Answered,2018-09-12T23:24:43+0000,"How should we make sense of the different forecasting models? Why is the storm so unpredictable? And, how bad will it be?",https://www.nytimes.com/2018/09/12/climate/hurricane-florence-forecast-science.html
0,"Far From the Shattered Coast, Hurricane Michael Packed an Unexpected Punch",2018-10-13T09:00:06+0000,Hurricane Michael battered inland rural communities with such force that it stunned residents and left them with a daunting recovery they didn’t expect.,https://www.nytimes.com/2018/10/13/us/hurricane-michael-victims.html
0,White Man Sentenced to 10 Years for Shooting Black Men After Hurricane Katrina,2019-02-15T01:05:18+0000,"In 2005, Roland J. Bourgeois Jr., 55, opened fire at three young men crossing through his neighborhood to reach an evacuation site.",https://www.nytimes.com/2019/02/14/us/hurricane-katrina-roland-bourgeois.html
0,Catastrophic Rain Predicted as Hurricane Moves Toward Carolinas,2018-09-12T11:00:26+0000,Forecasters warned that Hurricane Florence might produce severe flooding in a larger swath of the coast and farther inland than previously predicted.,https://www.nytimes.com/2018/09/12/us/hurricane-florence.html
0,"In Hurricane Michael’s Wake, Travel Remains Snarled",2018-10-11T17:28:09+0000,"The day after the storm made landfall with devastating impact on the Florida Panhandle, travelers faced delays and cancellations. ",https://www.nytimes.com/2018/10/11/travel/in-hurricane-michaels-wake-travel-remains-snarled.html
0,"Is It a Category 2, 3 or 5? How Florence and Other Hurricanes Are Classified",2018-09-11T22:12:23+0000,"Meteorologists use wind speeds to determine a hurricane’s category, but that doesn’t tell the whole story.",https://www.nytimes.com/2018/09/11/us/hurricane-categories.html
0,New York Today: Hurricane Florence Effects,2018-09-17T10:00:01+0000,"Monday: What to expect this week from the storm, and a month of subway delays.",https://www.nytimes.com/2018/09/17/nyregion/new-york-today-hurricane-florence-effects.html
0,See Neighbors Rescue a Couple Trapped by Hurricane Michael,2018-10-13T08:02:10+0000,"Hurricane Michael had ripped apart a couple’s home in Lynn Haven, Fla. Nearby residents braved the storm to rescue them.",https://www.nytimes.com/interactive/2018/10/13/multimedia/hurricane-michael-rescue-garage-florida.html
0,"In Areas Hit by Hurricane Michael, Lines for Necessities Grow Longer",2018-10-15T04:31:03+0000,"People waiting in the many lines scattered throughout the region at grocery stores and gas stations are seeking water, ice, fuel and other essentials.",https://www.nytimes.com/interactive/2018/10/15/us/hurricane-michael-lines-food-gas.html
0,"Hurricane, Typhoon or Cyclone? Same Storm, Different Name",2018-09-12T09:38:33+0000,"Tropical cyclones occur all over the world, but what they’re called depends on where they form.",https://www.nytimes.com/2018/09/12/us/hurricane-typhoon-cyclone.html
0,5 Dangers of Flooding in Hurricane Florence,2018-09-14T18:27:09+0000,Experts provide the steps you can take to avoid them.,https://www.nytimes.com/2018/09/14/us/flooding-risks-danger-hurricane-florence.html
0,Rescue Teams Scour Ruins as Hurricane Death Toll Rises,2018-10-12T09:30:04+0000,The devastating toll of Hurricane Michael is becoming clearer as rescue teams comb the ravaged areas.,https://www.nytimes.com/2018/10/12/us/hurricane-michael-live-updates-florida.html
0,Why Do People Stay When a Hurricane Comes?,2018-09-14T10:00:04+0000,"The messy truth lies in between two common, incorrect tropes.",https://www.nytimes.com/2018/09/14/opinion/hurricane-maria-staying-home.html
1,Hurricane Michael Has Shut Down Travel on the Florida Panhandle,2018-10-10T16:59:10+0000,"With the storm making landfall, all area airports are closed and many local roads are shut down as well. ",https://www.nytimes.com/2018/10/10/travel/hurricane-michael-travel-florida.html
0,Creativity From the Chaos of Hurricane Maria,2018-09-20T08:00:12+0000,"One year later, artists in Puerto Rico and those attached to the island talk about how the devastation and its aftermath influenced their work.",https://www.nytimes.com/2018/09/20/arts/creativity-from-the-chaos-of-hurricane-maria.html
0,Are You Preparing for Hurricane Florence? We Want to Hear From You,2018-09-11T20:59:16+0000,Help us tell the story of Hurricane Florence by sharing your hurricane story with us.,https://www.nytimes.com/2018/09/11/reader-center/hurricane-florence.html
1,Hurricane Michael May Hit Florida as Category 3 Storm,2018-10-08T13:57:54+0000,"Hurricane Michael strengthened and sharpened its track toward the Florida Panhandle on Monday, imperiling a vast stretch of the state.",https://www.nytimes.com/2018/10/08/us/hurricane-michael-storm-track-path-florida.html
1,‘No Word From My Son’: Dozens Still Missing as Hurricane Michael Death Toll Rises,2018-10-17T00:22:32+0000,"The death toll from the storm rose to an estimated 29 on Tuesday, including at least 15 in Bay County, Fla. Many believe the toll will rise as the search for the missing goes on.",https://www.nytimes.com/2018/10/16/us/hurricane-michael-death-toll-missing.html
0,"Photos: Hurricane Maria, and Puerto Rico One Year Later",2018-09-22T09:00:10+0000,"A team of New York Times journalists went door to door in Punta Santiago, visiting 163 homes. Here’s a dramatic visual presentation of what they found.",https://www.nytimes.com/2018/09/22/us/photos-hurricane-maria-puerto-rico.html
1,Evacuate? Or Stay Put? Here’s Where to Find Shelter From Hurricane Michael,2018-10-10T15:35:32+0000,"Alabama, Florida and Georgia have all opened shelters for residents in the path of Hurricane Michael. But officials cautioned it may be best for some to shelter in place.",https://www.nytimes.com/2018/10/10/us/-evacuation-shelters-centers-hurricane-michael.html
0,‘It’s Just Too Much’: A Florida Town Grapples With a Shutdown After a Hurricane,2019-01-08T00:36:17+0000,"In Florida’s deeply conservative Panhandle, federal prison workers were already struggling after Hurricane Michael. Then came the government shutdown.",https://www.nytimes.com/2019/01/07/us/florida-government-shutdown-marianna.html
1,Making the Most of Your Technology During Hurricane Florence,2018-09-14T01:02:14+0000,Here’s how to protect your devices and use your smartphone to your advantage during the storm.,https://www.nytimes.com/2018/09/13/us/apps-technology-hurricane-florence.html
0,Hawaii Braces for a Rare Encounter With a Hurricane,2018-08-23T15:53:40+0000,"The storm is threatening to be the first hurricane to make landfall in Hawaii since 1992, but officials are warning of life-threatening impacts even if it skirts the islands.",https://www.nytimes.com/2018/08/23/us/hurricane-lane-hawaii-live-updates.html
0,"On Hurricane Maria Anniversary, Puerto Rico Is Still in Ruins",2018-09-20T06:18:57+0000,The New York Times visited more than 150 homes in Punta Santiago to document the damage that remains a year after Hurricane Maria.,https://www.nytimes.com/interactive/2018/09/20/us/puerto-rico-hurricane-maria-housing.html
0,Here’s What It’s Like for the Thousands Seeking Shelter From Hurricane Florence,2018-09-14T00:35:34+0000,"At one American Red Cross shelter in Columbia, S.C., dozens of people prepared to ride out the storm.",https://www.nytimes.com/2018/09/13/us/shelters-hurricane-florence.html
0,"Hurricane Michael’s Destruction, Viewed From Above",2018-10-11T18:36:42+0000,"This footage taken from a helicopter shows how Hurricane Michael’s powerful winds wiped out many parts of Mexico Beach, Fla.",https://www.nytimes.com/video/us/100000006156817/mexico-beach-hurricane-michael.html
0,Hurricane Willa Weakens in Mexico After Thousands Are Evacuated,2018-10-24T00:31:15+0000,"Once a Category 3 hurricane, the storm lost much of its power after making landfall in west-central Mexico, but flooding remained a serious threat.",https://www.nytimes.com/2018/10/23/world/americas/mexico-hurricane-willa.html
0,‘Trees Flying By’: The Aftermath of Hurricane Michael,2018-10-11T16:18:46+0000,"Hurricane Michael made landfall in Florida at close to Category 5 strength, causing widespread damage in parts of the Panhandle and killing at least 6 people.",https://www.nytimes.com/video/us/politics/100000006156360/hurricane-michael-aftermath-florida-storm.html
0,Tariffs to Raise Cost of Rebuilding After Hurricane Florence,2018-09-21T20:01:55+0000,"Homeowners and businesses will have to pay more for lumber, steel, aluminum and other materials because of President Trump’s trade policy.",https://www.nytimes.com/2018/09/21/business/economy/tariffs-rebuilding-hurricane-florence.html
0,"Minnesota Duluth Successfully Defends N.C.A.A. Title, Blanking UMass",2019-04-13T21:09:13+0000,"Brooks Orpik’s overtime goal gave the Capitals a 2-0 series lead over the Hurricanes, and the Bruins and the Predators also won.",https://www.nytimes.com/2019/04/13/sports/hockey-capitals-hurricanes-kucherov-frozen-four.html
0,After the Hurricane Came the Con,2018-10-26T09:00:19+0000,"Six years after Sandy devastated Long Island, homeowners are still dealing with the wreckage of a sweet-talking contractor who took their money and left their houses unfinished.",https://www.nytimes.com/2018/10/26/nyregion/after-the-hurricane-came-the-con.html
0,Why Hurricane Michael’s Power Caught Forecasters Off Guard,2018-10-11T16:23:36+0000,"Predicting the storm’s path was straightforward, but a number of factors contributed to its sudden intensification.",https://www.nytimes.com/2018/10/11/climate/hurricane-michael-science.html
0,"The Power of One Family’s Story, More Than a Year After Hurricane Harvey",2018-12-31T22:48:47+0000,"Readers of the New York Times Magazine article about the Daileys, “Lost in the Storm,” found Wayne on social media and reached out in droves. ",https://www.nytimes.com/2018/12/31/reader-center/hurricane-harvey-emergency-response-lessons.html
0,Why Do Gullah Communities Choose to Ride Out Hurricanes?,2018-09-15T16:00:00+0000,"In this week’s Race/Related newsletter, we discuss Hurricane Florence, a New York congressional candidate’s brief rap career, and more.",https://www.nytimes.com/2018/09/15/us/race-related-hurricane-florence-faso-delgado-midterms.html
0,Hospitals Pummeled by Hurricane Michael Scramble to Evacuate Patients,2018-10-11T19:38:45+0000,"One of Panama City’s largest hospitals said on Thursday that it was evacuating all of its approximately 130 inpatients, starting with the most critically ill.",https://www.nytimes.com/2018/10/11/us/hurricane-michael-hospitals-damage-florida.html
0,Were You Ordered to Evacuate From Hurricane Michael? We Want to Hear From You,2018-10-11T15:46:12+0000,"We would like to understand the costs and hardships of evacuation, and how they accumulate over a lifetime. ",https://www.nytimes.com/2018/10/11/reader-center/hurricane-michael-evacuation.html
0,FEMA Chief’s Dual Challenge: Huge Hurricane and Inspector General Inquiry,2018-09-13T16:37:41+0000,Brock Long has been forced to undertake a measure of personal damage control over his use of agency vehicles just as he is leading a high-stakes emergency effort.,https://www.nytimes.com/2018/09/13/us/politics/brock-long-fema.html
0,What Hurricane Michael Left in Its Wake,2018-10-12T18:14:24+0000,"Hurricane Michael’s powerful winds and rains swept across six states, killing more than a dozen people, causing flash flooding and leaving at least one million without power.",https://www.nytimes.com/video/us/politics/100000006158974/hurricane-michael-damage.html
0,"FEMA Was Sorely Unprepared for Puerto Rico Hurricane, Report Says",2018-07-12T22:23:24+0000,"When a killer storm came to Puerto Rico, FEMA’s warehouse on the island was nearly empty, with not a single tarpaulin or cot left in stock.",https://www.nytimes.com/2018/07/12/us/fema-puerto-rico-maria.html
0,‘Try Not to Go Into Labor’: Tales From Those in the Path of Hurricane Florence,2018-09-13T23:12:19+0000,Times readers whose homes were expected to bear the brunt of Hurricane Florence tell us what they are enduring as the rain begins.,https://www.nytimes.com/2018/09/13/reader-center/hurricane-florence-personal-stories.html
0,"Puerto Rican Government Acknowledges Hurricane Death Toll of 1,427",2018-08-09T05:18:57+0000,"In a draft report to Congress requesting recovery funds, the government acknowledged that 1,427 people probably died in Hurricane Maria. The official death toll is 64.",https://www.nytimes.com/2018/08/09/us/puerto-rico-death-toll-maria.html
0,"Turkey, Hurricane, Fracking: Your Friday Briefing",2018-10-12T04:15:30+0000,Here’s what you need to know to start your day.,https://www.nytimes.com/2018/10/12/briefing/turkey-hurricane-fracking.html
0,"A Hurricane’s Coming, but Fear Not, the Governor Is Here. And Here. And Here.",2018-10-10T00:03:54+0000,"Hurricane Michael arrives in the height of campaign season in Florida, and Gov. Rick Scott, who is running for the Senate, already is in heavy public service mode. So are other Florida politicians.",https://www.nytimes.com/2018/10/09/us/florida-politicians-hurricane-michael.html
0,Humans Are Making Hurricanes Worse. Here’s How.,2018-09-19T18:58:42+0000,"We’re making natural disasters unnaturally harmful, scientists say. And the number of ways we’re doing it is fairly astonishing.",https://www.nytimes.com/2018/09/19/climate/humans-hurricanes-causes-effects.html
0,These 3 Hurricane Misconceptions Can Be Dangerous. Scientists Want to Clear Them Up.,2018-09-11T21:59:15+0000,"Some experts say that storm forecasts and risk assessments, like the “cone of uncertainty,” could be more clearly communicated to the public.",https://www.nytimes.com/2018/09/11/climate/hurricane-evacuation-path-forecasts.html
0,Hurricane Michael’s Deadly Strike Leaves Florida Panhandle Reeling,2018-10-12T00:04:26+0000,"Hurricane Michael has passed on to Georgia and the Carolinas, but it has left behind substantial damage in communities like Mexico Beach, where it made landfall, and Panama City.",https://www.nytimes.com/2018/10/11/us/hurricane-michael-florida-assessment.html
0,Double Takes Amid the Devastation: Reporting on a Hurricane’s Surreal Aftermath,2018-10-11T16:53:12+0000,"As our journalists navigate roads damaged by Hurricane Michael, Sheri Fink recalls indelible images from her coverage of Hurricane Florence: traveling by boat on a highway, watching floodwaters swallow roofs, ferrying survivors whose lives were fo...",https://www.nytimes.com/2018/10/11/insider/hurricane-florence-north-carolina-flooding-aftermath.html
0,Chemical Maker and Its Chief Indicted for Explosions During Hurricane Harvey,2018-08-03T22:11:47+0000,"The indictment charged that Arkema North America, its chief executive and a plant manager were responsible for the chemical release, which prosecutors said was preventable.",https://www.nytimes.com/2018/08/03/business/arkema-chemical-plant-explosion-texas.html
0,Hurricane Michael Made Landfall. We’re Tracking the Storm and Its Impact.,2018-10-08T19:13:09+0000,The storm is the worst ever to hit the Florida Panhandle.,https://www.nytimes.com/interactive/2018/10/08/us/tracking-hurricane-michael-path.html
0,"Yes, Mr. Trump, Hurricane Maria Was a ‘Real Catastrophe’",2018-09-02T22:46:41+0000,The president said the administration did a “fantastic job” in responding to the 2017 storm in Puerto Rico. A new estimate of the death toll says otherwise.,https://www.nytimes.com/2018/09/02/opinion/puerto-rico-hurricane-maria-death-toll.html
0,They Were Still Recovering from Hurricane Florence. Then Michael Came.,2018-10-11T18:52:33+0000,"Communities in the Carolinas already battered by Hurricane Florence faced a new onslaught: Hurricane Michael, downgraded to a tropical storm, but still packing a punch.",https://www.nytimes.com/2018/10/11/us/carolinas-hurricane-florence-michael.html
0,"Is Climate Change Making Hurricanes Worse? Yes, Here’s Why.",2018-09-13T22:50:46+0000,"Rising ocean temperatures have fueled some of the most devastating storms in recent years. Kendra Pierre-Louis, a reporter on The New York Times’s climate team, explains how.",https://www.nytimes.com/video/climate/100000006101866/hurricane-florence-climate-change.html
0,New York Today: Hurricane Michael Effects,2018-10-12T10:00:06+0000,Friday: Stormy weather and a shade analysis of your apartment.,https://www.nytimes.com/2018/10/12/nyregion/new-york-today-hurricane-michael-effects.html
0,Hurricane Maria Killed Our Loved Ones. We Want Closure.,2018-07-12T15:16:07+0000,"The 2017 hurricane killed 70 times more people in Puerto Rico than the official estimate. As relatives of unrecognized victims, how can we begin to heal?",https://www.nytimes.com/video/opinion/100000005943390/hurricane-maria-killed-our-loved-ones-we-want-closure.html
0,Trump Views ‘Total Devastation’ From Hurricane Michael,2018-10-15T22:16:40+0000,"President Trump visited Lynn Haven, Fla., one of several areas hit hard by Hurricane Michael.",https://www.nytimes.com/video/us/100000006162767/trump-visit-hurricane-michael-florida.html
0,"Hurricane Florence Has Gone, but Challenges for the Carolinas Have Just Begun",2018-09-22T14:02:48+0000,"Already the emergency and recovery response is staggering in scope, and the threats have not abated.",https://www.nytimes.com/2018/09/22/us/hurricane-florence-carolina.html
0,A Hurricane’s Chaos. A Cry of Looting. Then Gunfire.,2018-10-23T06:00:04+0000,"A day after Hurricane Michael struck Florida, a man appeared on Pinetree Road. In a few chaotic minutes, he was accused of looting, and then he was shot dead.",https://www.nytimes.com/2018/10/23/us/hurricane-michael-police-shooting-dakota-brooks.html
0,"Weekly News Quiz for Students: Hurricane, Emmys, Immigration",2018-09-18T10:00:01+0000,How well did you follow the news this past week? How many of these 10 questions can you get right?,https://www.nytimes.com/interactive/2018/09/18/learning/18NQLN.html
0,Evacuating for Hurricane Florence: How to Prepare Yourself,2018-09-11T16:01:31+0000,"Here are some tips for getting ready: Make a plan, bring documents, close lids, clear the yard, blast the freezer.",https://www.nytimes.com/2018/09/11/us/hurricane-preparedness-evacuation.html
0,‘We Need Answers’: Hurricane Michael Leaves Florida Residents Desperate for Aid,2018-10-12T16:28:11+0000,“When is anybody coming to do something?” one woman asked as Panhandle residents began searching for basic necessities.,https://www.nytimes.com/2018/10/12/us/looting-stores-hurricane-michael.html
0,"As a New Hurricane Roars In, Trump Quarrels Over the Last One",2018-09-13T13:00:45+0000,"The president dismissed the official death toll of 3,000 from Hurricane Maria, citing far lower numbers, and falsely accused Democrats of inflating the number.",https://www.nytimes.com/2018/09/13/us/politics/trump-denies-puerto-rico-death-roll.html
0,He Photographed What Hurricane Maria ‘Couldn’t Take Away’ From His Family,2018-09-19T08:00:01+0000,Jose Alvarado Jr. set out to capture quiet moments that are rooted in his family’s experiences yet speak to those of countless others.,https://www.nytimes.com/2018/09/19/lens/he-photographed-what-hurricane-maria-couldnt-take-away-from-his-family.html
0,"While Residents Are Urged to Leave, Inmates Remain in Hurricane’s Path",2018-09-13T21:18:38+0000,North Carolina and Virginia have moved inmates inland ahead of Florence. But South Carolina says they are safer where they are.,https://www.nytimes.com/2018/09/13/us/hurricane-florence-prisoners.html
1,"As Hurricane Florence Threatens the Carolinas, 1 Million Ordered to Evacuate",2018-09-10T16:07:24+0000,"The Southeast is bracing for a major Category 4 storm later this week, with a one-two punch of both wind and storm surge and major inland flooding.",https://www.nytimes.com/2018/09/10/us/hurricane-florence.html
