y_label,,headline,pub_date,snippet,web_url
1,18,The Latest: Spring Snowstorm Moving Into Great Lakes Region,2019-04-11T18:13:37+0000,The Latest on severe weather impacting the central U.S. (all times local):,https://www.nytimes.com/aponline/2019/04/11/us/ap-us-spring-flooding-the-latest.html
0,19,Blizzards Then and Now,2017-03-15T06:22:39+0000,What dangers would a large snowstorm have presented to city-dwellers 129 years ago that it wouldn’t pose today?,https://www.nytimes.com/2017/03/15/learning/blizzards-then-and-now.html
0,20,Bar Mitzvah in the Blizzard of ’69,2017-03-10T01:00:02+0000,Snowed in on Long Island with kosher egg rolls and pigs-in-a-blanket.,https://www.nytimes.com/2017/03/09/nyregion/metropolitan-diary-bar-mitzvah-in-the-blizzard-of-69.html
0,21,"Family Behind OxyContin Calls Opioid Suit False, Misleading",2019-04-02T19:06:57+0000,"Massachusetts authorities created a false picture of the Sackler family's role in promoting OxyContin, the Sacklers said Tuesday in their first court response to allegations that individual family members &#8212; not just their company, Purdue Pha...",https://www.nytimes.com/aponline/2019/04/02/us/ap-us-opioid-lawsuit-massachusetts.html
0,22,How to Choose an Online Handle,2018-03-01T10:00:38+0000,Keep it simple and don’t embarrass yourself.,https://www.nytimes.com/2018/03/01/magazine/how-to-choose-an-online-handle.html
0,23,Making Video Games Is Not a Dream Job,2019-04-04T10:00:05+0000,The workers behind hits like Fortnite and Call of Duty need unions to protect them from exploitation.,https://www.nytimes.com/2019/04/04/opinion/video-games-layoffs-union.html
0,24,It’s a Blizzard Onstage. Here’s All the Dirt.,2016-12-13T22:10:45+0000,"This month, two of the finest examples of the Waltz of the Snowflakes are on display in New York. Two dancers lift the veil and talk snow.",https://www.nytimes.com/2016/12/13/arts/dance/its-a-blizzard-onstage-heres-all-the-dirt-mark-morris-the-hart-nut-balanchine-the-nutcracker.html
0,25,Filming 30 Feet Down: Underwater Movie Studio Opens in Belgium,2019-04-03T13:58:01+0000,"Director Joachim Heden filmed scenes of his survival movie in a blizzard in the Arctic, but the idea of putting actors and crew into the frozen waters was out of the question - fortunately he had another option.",https://www.nytimes.com/reuters/2019/04/03/arts/03reuters-belgium-film.html
0,26,Tiny Love Stories: ‘Feeling Hopeless About Marriage. On Valentine’s Day! ’,2019-02-12T20:06:57+0000,"Modern Love in miniature, featuring reader-submitted stories of no more than 100 words.",https://www.nytimes.com/2019/02/12/style/tiny-modern-love-stories.html
0,27,"A Video Game ‘Loot Box’ Offers Coveted Rewards, but Is It Gambling?",2018-04-24T15:05:03+0000,Loot boxes are a substantial revenue stream for the video game industry. But some lawmakers say they constitute gambling and should be regulated.,https://www.nytimes.com/2018/04/24/business/loot-boxes-video-games.html
1,28,"The Latest: Midwest Digs Out, South Braces for Its Own Storm",2019-04-12T18:04:00+0000,The Latest on severe spring storm (all times local):,https://www.nytimes.com/aponline/2019/04/12/us/ap-us-severe-weather-the-latest.html
0,29,Guggenheim Targeted by Protesters for Accepting Money From Family With OxyContin Ties,2019-02-10T02:54:29+0000,"An advocacy group has been protesting at museums that received donations from the Sackler family, some of whom own Purdue Pharma, the maker of an opioid painkiller.",https://www.nytimes.com/2019/02/09/arts/protesters-guggenheim-sackler.html
0,30,"U.S. Farmers, Still Reeling From Floods, Face New Storm",2019-04-10T20:13:27+0000,"U.S. farmers, who have spent the last month sifting through damage left by a storm that flooded more than a million acres of  crop land, now face a blizzard ahead of planting season.  ",https://www.nytimes.com/reuters/2019/04/10/us/10reuters-usa-weather-crops.html
1,31,"Spring Snowstorm Buries Midwest, Tornadoes Possible in South",2019-04-12T14:09:58+0000,"Strong winds and more snow hit the Midwest on Friday following a spring storm that buried several states in snow, while forecasters warned churches in the South to prepare for strong thunderstorms and potential weekend tornadoes.",https://www.nytimes.com/aponline/2019/04/12/us/ap-us-severe-weather.html
0,32,MLB Notebook: Kershaw Set for Return to Dodgers,2019-04-11T03:43:31+0000,"Left-hander Clayton Kershaw came out of Tuesday's rehab start healthy and his next appearance will be with the Los Angeles Dodgers, manager Dave Roberts said Wednesday.",https://www.nytimes.com/reuters/2019/04/10/sports/baseball/10reuters-baseball-mlb-notebook.html
0,33,Weathering a Blizzard of Christmas TV Programming,2016-11-23T19:58:22+0000,"Television’s avalanche of holiday fare began a few weeks ago on some outlets, and now it is really picking up.",https://www.nytimes.com/2016/11/23/arts/television/christmas-tv-programming.html
0,34,"Bracing for a Blizzard, Officials Close Schools and Stop Trains",2017-03-13T22:27:13+0000,"With two feet of snow and wind gusts of more than 50 m.p.h., tens of millions prepare for a late winter storm.",https://www.nytimes.com/2017/03/13/nyregion/bracing-for-a-blizzard-officials-close-schools-and-stop-trains.html
0,35,5 Things Runners Can Do When Roads Are Icy,2018-12-15T13:00:01+0000,"Even if you have the right gear to handle the snow and ice, you can’t always trust that drivers will stay in control. ",https://www.nytimes.com/2018/12/15/well/move/five-things-runners-can-do-when-roads-are-icy.html
0,36,"Gashi, a Son of Kosovo Refugees, Is the ‘Trap Phil Collins’",2019-04-09T15:14:03+0000,"A few years ago, the rising rapper was a janitor. Now he has millions of streams on SoundCloud and a deal with RCA Records.",https://www.nytimes.com/2019/04/09/style/gashi-a-son-of-kosovo-refugees-is-the-trap-phil-collins.html
0,37,"Overlooked No More: Minnie Mae Freeman Penney, Nebraska’s ‘Fearless Maid’",2018-10-03T22:36:39+0000,"In one of America’s deadliest blizzards, a schoolteacher used quick thinking and resourcefulness to save more than a dozen students.",https://www.nytimes.com/2018/10/03/obituaries/minnie-mae-freeman-penney-overlooked.html
0,38,"It’s for the Birds (and Us, Too)",2019-02-11T15:00:05+0000,"The Great Backyard Bird Count is citizen science on a global scale, and it’s more crucial than ever in the age of climate change.",https://www.nytimes.com/2019/02/11/opinion/great-backyard-bird-count.html
0,39,"Bomb Cyclone' Snow, Wind Impacts Midwest, Great Lakes",2019-04-11T18:11:22+0000,"Heavy snow and strong winds hammered parts of the central U.S. on Thursday and began moving into the Great Lakes region, knocking out power to tens of thousands of people and creating hazardous travel conditions a day after pummeling Colorado.",https://www.nytimes.com/aponline/2019/04/11/us/ap-us-spring-flooding.html
0,40,"Without Pelosi as a Foil, Trump Tries Out Some Alternatives",2019-02-12T23:16:42+0000,The larger question is whether a strategy of personal attacks that helped lift President Trump in 2016 will work when there’s no clear political opponent who rises above the rest.,https://www.nytimes.com/2019/02/12/us/politics/democrats-donald-trump.html
0,41,When Blizzards Go Bust: How Recent Snow Forecasts Have Fared,2017-03-16T01:06:20+0000,"Since 2008, five of the six largest snow forecasts for Central Park overestimated the snowfall by more than four inches — and one by more than 16.",https://www.nytimes.com/interactive/2017/03/15/upshot/snow-forecasts-vs-reality.html
0,42,Michael Cohen’s Testimony Opens New Phase of Political Turbulence for Trump,2019-03-01T10:00:13+0000,"The president’s former lawyer gave a public airing of ethical transgressions by Mr. Trump, signaling the further strains to come as Democrats hold more hearings.",https://www.nytimes.com/2019/03/01/us/politics/michael-cohen-trump-reelection.html
0,43,March Madness Leads to Gladness for New Jersey Sports Books,2019-04-12T18:34:14+0000,"A blizzard of bets from college basketball fans in March helped New Jersey to its second-highest monthly sports betting total, as March Madness translated into March Gladness for sports books.",https://www.nytimes.com/aponline/2019/04/12/us/ap-us-sports-betting.html
0,44,Strong Winter Storm Classifies as ‘Bomb Cyclone’ in Colorado,2019-03-13T14:47:24+0000,"The storm spread across much of the state and other parts of the central United States on Wednesday, bringing hurricane-force winds with it.",https://www.nytimes.com/2019/03/13/us/bomb-cyclone-colorado.html
1,45,‘A State of Emergency’: Native Americans Stranded for Days by Flooding,2019-03-24T16:58:42+0000,"On the Pine Ridge Indian Reservation in South Dakota, extreme weather and bad roads have left some residents stranded for nearly two weeks with limited food and water.",https://www.nytimes.com/2019/03/24/us/midwest-flooding-pine-ridge.html
0,46,"What You Might Not Know About E-Sports, Soon to Be a $1 Billion Industry",2018-08-27T19:37:25+0000,"A fatal shooting in Florida on Sunday thrust e-sports, a young and growing industry, into the national spotlight.",https://www.nytimes.com/2018/08/27/business/what-is-esports-gaming.html
0,47,"Sacklers Directed Efforts to Mislead Public About OxyContin, Court Filing Claims",2019-01-16T00:43:22+0000,A filing in a Massachusetts lawsuit contains dozens of internal Purdue Pharma documents suggesting the family was far more involved than the company has long contended.,https://www.nytimes.com/2019/01/15/health/sacklers-purdue-oxycontin-opioids.html
0,48,Justices Face ‘Blizzard of Words’ in Special Education Case,2017-01-11T23:19:00+0000,The Supreme Court was asked to decide whether public schools should do more under a federal law to provide a free education for children with disabilities.,https://www.nytimes.com/2017/01/11/us/politics/supreme-court-special-education.html
0,49,What Messages About Gender Have You Gotten From Music?,2019-01-14T10:00:00+0000,"And, are those the messages you want to receive?",https://www.nytimes.com/2019/01/14/learning/what-messages-about-gender-have-you-gotten-from-music.html
0,50,Review: Singing the Lone Survivors of Nearly Lost Music,2019-02-11T19:27:58+0000,"Blue Heron presented works from the 16th-century Peterhouse Partbooks, which barely made it through the cultural cataclysms of British history.",https://www.nytimes.com/2019/02/11/arts/music/review-blue-heron-music-before-1800.html
0,51,Boston Marathon to Add Para Athlete Divisions in 2020,2019-04-10T00:40:01+0000,"When Marko Cheseto lines up in Hopkinton for the start of the Boston Marathon next week, he will already be looking past the finish line, 26.2 miles away.",https://www.nytimes.com/aponline/2019/04/09/us/ap-ath-boston-marathon-para-athletes.html
0,52,Talking with Dena Blizzard: How She Became ‘One Funny Mother’,2016-04-12T00:00:00Z,Ms. Blizzard’s solo comedy show has come to New York City after a national tour. She’s not afraid to say: “Everybody’s kids are annoying.”,https://www.nytimes.com/2016/04/12/theater/talking-with-dena-blizzard-how-she-became-one-funny-mother.html
0,53,‘There’s a Black Man in the Children’s Area’ and Other Baseless Accusations,2018-10-24T15:00:05+0000,Readers share stories of themselves or friends and relatives deemed suspicious for simply walking around in their own skin.,https://www.nytimes.com/2018/10/24/opinion/white-fear-black-crime.html
0,54,"For California’s Ski Resorts, Fierce Storms Are ‘What We Live For’",2019-02-06T20:04:32+0000,"Flash floods and powerful winds have caused disruptions all over the state, but they have also brought much-needed snow to mountain areas.",https://www.nytimes.com/2019/02/06/us/california-storms-ski-season.html
0,55,"Corrections: October 24, 2018",2018-10-24T02:13:37+0000,"Corrections appearing in print on Wednesday, October 24, 2018.",https://www.nytimes.com/2018/10/23/pageoneplus/corrections-october-24-2018.html
0,56,Unproductive,2019-01-30T03:00:00+0000,"Emily Carroll offers us something delicious, and we need to solve it. Quickly.",https://www.nytimes.com/2019/01/29/crosswords/daily-puzzle-2019-01-30.html
0,57,Trump’s Kakistocracy Is Also a Hackistocracy,2019-03-25T22:30:05+0000,The invasion of hucksters has reached the Federal Reserve.,https://www.nytimes.com/2019/03/25/opinion/stephen-moore-federal-reserve.html
0,58,Young People Left Behind in China’s Snowbound Rust Belt,2019-02-26T09:00:01+0000,Ronghui Chen’s photographs of young people in Northeastern China capture a loneliness he recognized in his own trek from village to city.,https://www.nytimes.com/2019/02/26/lens/ronghui-chen-freezing-land.html
0,59,"Weekly News Quiz for Students: Super Bowl, Political Scandal, Polar Vortex",2019-02-05T12:44:56+0000,How well did you follow the news this past week? How many of these 10 questions can you get right?,https://www.nytimes.com/interactive/2019/02/05/learning/05Weekly-News-Quiz-for-Students.html
1,60,"Snows Smack Seattle, Where Winter Is Supposed to Be About Rain",2019-02-10T21:03:58+0000,"The Pacific Northwest’s usual seasonal storms are detouring through Canada first, delivering the snowiest February in 70 years to a city unaccustomed to getting more than an inch or two.",https://www.nytimes.com/2019/02/10/us/snow-weather-seattle-washington.html
0,61,Aml Ameen Competes in a Poetry Slam,2019-03-29T16:19:08+0000,"The British actor is a star of “Yardie,” but at the Nuyorican cafe he’s just another guy at open mic night.",https://www.nytimes.com/2019/03/29/style/aml-ameen.html
0,62,Trump Organization’s Insurance Policies Under Scrutiny in New York,2019-03-05T19:56:54+0000,"Aon, one of the world’s largest insurance brokerages, was served a subpoena late Monday, the first step in an investigation of policies involving President Trump’s family business.",https://www.nytimes.com/2019/03/05/nyregion/trump-aon-risk-services-subpoena.html
0,63,"‘The Blizzard,’ by Vladimir ­Sorokin",2016-01-03T00:00:00Z,A dystopian satire follows a doctor’s struggles through a snowstorm to deliver relief to a zombie-plagued town.,https://www.nytimes.com/2016/01/03/books/review/the-blizzard-by-vladimir-sorokin.html
0,64,"Ethel Ennis, Singer Who Walked Away From Fame, Is Dead at 86",2019-02-23T00:52:15+0000,"She was praised by Billie Holiday, Ella Fitzgerald and Frank Sinatra. But she preferred to stay home and became Baltimore’s “First Lady of Jazz.”",https://www.nytimes.com/2019/02/22/obituaries/ethel-ennis-dead.html
0,65,"Three Poets Who Find Meaning, and Material, in Lived Experience",2019-04-12T09:00:08+0000,"David Orr’s “Dangerous Household Items,” John Koethe’s “Walking Backwards” and Sarah Gambito’s “Loves You” celebrate daily moments in very different registers.",https://www.nytimes.com/2019/04/12/books/review/david-orr-dangerous-household-items.html
0,66,Review: ‘Pin Cushion’ Is an Original Tale of Bullying and Mental Illness,2018-07-19T11:00:08+0000,This debut feature from the British director Deborah Haywood follows a teenager and her mother as they struggle to fit in to a new town.,https://www.nytimes.com/2018/07/19/movies/pin-cushion-review.html
0,67,How a Hitless Chris Davis Is Like a $15 Dessert,2019-04-09T23:00:17+0000,The Orioles first baseman is 0 for his last 49. Why is he still in the lineup? A Nobel Prize-winning economist explains the flawed logic behind letting Davis’s contract dictate his playing time.,https://www.nytimes.com/2019/04/09/sports/chris-davis-hitless-streak.html
0,68,"New York Plays It Safe With Storm Response, and It Pays Off",2017-03-15T22:08:17+0000,"Officials took a cautious approach to Tuesday’s storm after learning painful lessons from recent winters. And, unlike in past storms, there were few complaints.",https://www.nytimes.com/2017/03/15/nyregion/nyc-storm-response.html
0,69,Snowstorm Kills at Least 8 Climbers in Nepal,2018-10-13T10:21:05+0000,"The climbers were killed near their base camp on Mount Gurja in the Himalayas. Among the dead and the missing were five South Koreans, including a world-record holder, and the team’s local guides.",https://www.nytimes.com/2018/10/13/world/asia/nepal-climbers-himalaya-mountains.html
0,70,"Amy Klobuchar Talks Health Care, Israel and, Yes, That Comb",2019-03-09T19:01:37+0000,"Ms. Klobuchar was interviewed at the South by Southwest festival on Saturday, as was Elizabeth Warren, who spoke about her proposal to break up tech giants.",https://www.nytimes.com/2019/03/09/us/politics/amy-klobuchar-2020-staff-interview.html
0,71,"Charlotte Fox, 61, Trailblazing Alpinist and Everest Survivor, Dies",2018-06-08T17:55:05+0000,"She defied the fatal blizzard chronicled in “Into Thin Air” and was credited as the first American woman to climb three peaks more than 26,000 feet high.",https://www.nytimes.com/2018/06/08/obituaries/charlotte-fox-61-trailblazing-alpinist-and-everest-survivor-dies.html
0,72,"In ‘The Uninhabitable Earth,’ Apocalypse Is Now",2019-03-06T17:48:44+0000,"David Wallace-Wells’s book, expanding on his viral article in New York magazine, is a lushly written look at the “climate chaos” that will increasingly take over our lives.",https://www.nytimes.com/2019/03/06/books/review-uninhabitable-earth-life-after-warming-david-wallace-wells.html
0,73,"Review: Jonas Kaufmann, Back at the Met, Is Good, Not Great",2018-10-18T16:59:24+0000,"The superstar tenor brought richness and nuance to Puccini’s “La Fanciulla del West,” but his singing seemed underpowered.",https://www.nytimes.com/2018/10/18/arts/music/review-jonas-kaufmann-met-opera-puccini-fanciulla.html
0,74,"In Case of Blizzard, Do Nothing",2016-01-23T00:53:01+0000,"A snowstorm rewards indolence and punishes go-getters, which is why it’s the best natural disaster there is.",https://www.nytimes.com/2016/01/23/opinion/in-case-of-blizzard-do-nothing.html
1,75,Major Winter Storm Threatens 80 Million in Midwest and Northeast,2019-01-18T18:09:07+0000,"The storm was forecast to deliver a punishing mix of heavy snow, strong winds, and frigid temperatures over the weekend.",https://www.nytimes.com/2019/01/18/us/winter-storm-northeast-midwest.html
0,76,What’s on TV Thursday: ‘Snowfall’ and ‘Straight Outta Compton’,2018-09-20T05:00:03+0000,The second season of “Snowfall” wraps up on FX. And “Straight Outta Compton” tells a gangster rap rags-to-riches tale.,https://www.nytimes.com/2018/09/20/arts/television/whats-on-tv-thursday-snowfall-and-straight-outta-compton.html
0,77,"How Charles Nuttall, Nobel Prize-Winning Doctor and Part-Time Santa, Spends His Sundays",2018-12-21T10:00:13+0000,"‘I never intended to grow up to look like Santa, but since it happened I’ve decided to make the most of it.’",https://www.nytimes.com/2018/12/21/nyregion/how-charles-nuttall-nobel-prize-winning-doctor-and-part-time-santa-spends-his-sundays.html
0,78,"Bracing for a Blizzard, From the Deep South to the Northeast",2016-01-21T13:59:10+0000,"More than two feet of snow could hit the Washington region starting Friday, then the storm will move north, with about a foot of snow expected in New York.",https://www.nytimes.com/2016/01/22/us/blizzard-watch-expands-to-include-new-york-city-area.html
0,79,DealBook Briefing: Growing Unease Over Government Shutdown,2019-01-11T11:56:45+0000,President Trump headed to the border while the White House and Congress worked on solutions to reopen the government.,https://www.nytimes.com/2019/01/11/business/dealbook/government-shutdown-border-wall.html
0,80,"Finding the Story of New York in 5,000 Dog Pictures",2019-02-11T10:00:08+0000,A new archival project uses photos dating back to the 1940s to track the very special canine-human bond in New York City.,https://www.nytimes.com/2019/02/11/reader-center/dogs-new-york-city-westminster.html
0,81,"For '20 Dems, More Targets but Uphill Slog to Win Senate",2019-03-30T11:57:47+0000,"Teresa Tomlinson is a former mayor of a mid-sized city with no national profile. Yet she hopes she'll be national Democrats' top recruit to run for the Senate from Georgia next year &#8212; if one of the party's rising stars, Stacey Abrams, takes ...",https://www.nytimes.com/aponline/2019/03/30/us/politics/ap-us-campaign-2020-senate.html
0,82,Gavin Newsom’s First State Budget Calls for Big Spending and Paying Down Debt,2019-01-11T00:36:06+0000,"The new California governor’s $209 billion proposal includes new money for education, housing, poverty and health care — as well as long-term debt reduction.",https://www.nytimes.com/2019/01/10/us/gavin-newsom-california-governor-budget.html
0,83,"Review: In Vladimir Sorokin’s ‘The Blizzard,’ a Doctor’s Long and Strange Trip",2016-01-19T00:00:00Z,A Russian doctor’s mission to deliver a much-needed vaccine in a snowstorm is plagued by dangers and temptations.,https://www.nytimes.com/2016/01/19/books/review-in-vladimir-sorokins-the-blizzard-a-doctors-long-and-strange-trip.html
0,84,Bill Cunningham | Blizzard City,2016-01-30T00:00:00Z,Saturday’s snow storm led to the inevitable parade of businessmen in leather shoes jumping over puddles.,https://www.nytimes.com/2016/01/30/fashion/bill-cunningham-blizzard-city.html
0,85,Buried by Snow or Stuffed in a Suitcase: The Bodies Add Up in Marilyn Stasio’s Latest Crime Column,2018-11-30T10:00:06+0000,"Readers will delight in the unexpected characters in three new mysteries, from the female police cadet in Louise Penny’s new book to a crime-solving cub reporter down on his luck.",https://www.nytimes.com/2018/11/30/books/review/louise-penny-kingdom-of-the-blind.html
0,86,Our Modern Love Editor on How His Job Is ‘a Lot Like Online Dating’,2019-02-14T10:00:13+0000,It turns out that finding essays for the weekly column is a lot like finding love.,https://www.nytimes.com/2019/02/14/reader-center/daniel-jones-modern-love-behind-the-byline.html
0,87,How We Hang Out at Work Together Online Now,2019-03-31T10:00:06+0000,"Instagram is for vacations. Facebook is for families. But TikTok takes us into the classrooms, airplanes, firehouses and fast-food franchises of our real lives.",https://www.nytimes.com/2019/03/31/style/tiktok-at-work.html
0,88,What Is a ‘Bomb Cyclone’?,2018-01-03T23:35:26+0000,Bomb cyclones have been referred to as “winter hurricanes.” Our science reporter explains how they really work.,https://www.nytimes.com/video/us/100000005641100/what-is-a-bomb-cyclone.html
0,89,The Supreme Court Takes On the Police Use of Cellphone Records,2018-06-22T20:56:29+0000,The court continues to define what privacy means in a world of ever-evolving technology.,https://www.nytimes.com/2018/06/22/opinion/carpenter-supreme-court-cellphone-records.html
0,90,Rams vs. Chiefs Scorepalooza Is the Consequence of N.F.L.’s New Safety Rules,2018-11-20T12:54:28+0000,An N.F.L. crackdown on helmet-to-helmet hits has helped an offensive explosion.,https://www.nytimes.com/2018/11/20/sports/nfl-rams-vs-chiefs-score.html
0,91,The New Angry Young Men: Rockers Who Rail Against ‘Toxic Masculinity’,2019-01-11T18:53:07+0000,"Songs by rising artists like Sam Fender and Henry Jamison, and the bands Idles and As It Is, protest old notions of manhood. ",https://www.nytimes.com/2019/01/11/style/rock-masculinity-men-emotions.html
0,92,"Mayor de Blasio Returns to Iowa, Playing the Role of Coy Presidential Aspirant",2019-02-24T19:09:20+0000,"Mayor Bill de Blasio spoke of how Democrats should take back the White House in 2020, even as he was unsure if that strategy included his candidacy.",https://www.nytimes.com/2019/02/24/nyregion/iowa-bill-de-blasio-2020.html
0,93,Why Christmas Is About Food,2018-12-12T16:00:04+0000,"In a season full of bittersweet memories, cooking and eating can remind us of what is joyful.",https://www.nytimes.com/2018/12/12/opinion/why-christmas-is-about-food.html
0,94,‘It’s Probably Over for Us’: Record Flooding Pummels Midwest When Farmers Can Least Afford It,2019-03-18T22:53:30+0000,"Midwestern farmers were contending with freezing floodwaters and dead livestock, only the latest crisis in farm country. “There’s no harder business to be in,” one Nebraska man said.",https://www.nytimes.com/2019/03/18/us/nebraska-floods.html
0,95,Graphic Novels in the Age of Trump,2019-02-22T21:52:12+0000,"In his latest Graphic Content column, Ed Park looks at James Sturm’s “Off Season” and Elly Lonon and Joan Reilly’s “Amongst the Liberal Elite.”",https://www.nytimes.com/2019/02/22/books/review/graphic-novels-trump-politics.html
0,96,Forget Excuses. What Counts Is Winning Elections.,2018-11-07T17:43:44+0000,The midterms offered some painful lessons for Democrats.,https://www.nytimes.com/2018/11/07/opinion/midterms-democrats-republicans-results.html
0,97,"After Struggling With Homelessness, a Chorus Sings of Gratitude",2018-12-04T17:05:05+0000,"The classic holiday opera “Amahl and the Night Visitors,” staged in a soup kitchen by On Site Opera, has special resonance for some of the ensemble.",https://www.nytimes.com/2018/12/04/arts/music/amahl-opera-menotti.html
0,98,Museums Cut Ties With Sacklers as Outrage Over Opioid Crisis Grows,2019-03-25T22:46:16+0000,Accusations that the family behind OxyContin actively played down its perils have led arts and education institutions to rethink accepting Sackler funds.,https://www.nytimes.com/2019/03/25/arts/design/sackler-museums-donations-oxycontin.html
0,99,On Politics With Lisa Lerer: The Sexism Shield,2019-02-11T23:47:50+0000,"With six women already running, there will likely be plenty of sexist attacks in the 2020 race. But will some candidates also use it as a way to fend off criticism?",https://www.nytimes.com/2019/02/11/us/politics/on-politics-sexism-2020.html
0,100,Study Links Drug Maker Gifts for Doctors to More Overdose Deaths,2019-01-18T16:10:32+0000,"Counties where doctors got more meals, trips and consulting fees from opioid makers had higher overdose deaths involving prescription opioids.",https://www.nytimes.com/2019/01/18/health/opioids-doctors-overdose-deaths.html
0,101,The Cape May Ferry Stops for Whales and Athletes,2018-08-10T18:00:04+0000,"A ferry captain on Delaware Bay tries to keep to schedule, but he drops anchor when whales approach or a triathlon starts.",https://www.nytimes.com/2018/08/10/business/the-cape-may-ferry-stops-for-whales-and-athletes.html
